IIDx	IID	KE_correct	GB	KE	Family	Name_number
S466	2469	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S470	2441	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
S480	2433	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshehhi	Name 89 
604	1155	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
630	1153	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1157	1148	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1612	1120	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1717	1113	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
1791	1109	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2097	1107	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2206	1104	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
2594	1103	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3311	1094	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3419	1086	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
3910	1077	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
4187	1074	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
S263	1070	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alshemaili	Name 14b
796	1045	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Alsubhi	Other
81	S418	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
437	S417	Unknown	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
597	S416	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
888	S415	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
1016	S414	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
1623	S413	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2324	S409	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2372	S406	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2751	S405	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2752	S404	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2791	S395	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2857	S394	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
2969	S393	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3292	S390	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3343	S39	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3418	S389	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3529	S387	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3586	S382	Dubai	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4133	S381	Fujairah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4144	S379	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4147	S377	Umm Al Quwain	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4425	S376	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
FG39	S374	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
FG65	S373	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
S163	S371	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
S342	S368	Ras Al Khaimah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
184	S317	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
294	S315	Sharjah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
369	S311	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
456	S310	Ras Al Khaimah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
667	S308	Ras Al Khaimah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1030	S304	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1428	S303	Dubai	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1497	S301	Dubai	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1757	S300	Sharjah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1948	S298	Fujairah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2071	S296	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2109	S294	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2769	S293	Ras Al Khaimah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
3723	S291	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4032	S288	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4093	S287	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4248	S286	Sharjah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4250	S285	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4259	S284	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4393	S283	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG7	S282	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG82	S281	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG103	S280	Abu Dhabi	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S183	S279	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S205	S278	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S277	S277	Sharjah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S322	S276	Fujairah	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S323	S274	Umm Al Quwain	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
559	S212	Sharjah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
576	S209	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
589	S208	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1023	S207	Ajman	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1164	S206	Umm Al Quwain	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1701	S205	Sharjah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1794	S204	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1840	S202	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1886	S201	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1953	S200	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2483	S20	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2732	S2	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2770	S199	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2805	S197	Sharjah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2961	S196	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3344	S195	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3508	S194	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3580	S193	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
4046	S192	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
4051	S19	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG67	S183	Sharjah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG97	S182	Ajman	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG146	S180	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S32	S178	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S54	S176	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S82	S172	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S125	S170	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S143	S17	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S166	S168	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S262	S166	Fujairah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S276	S163	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S298	S160	Ajman	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S418	S152	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1060	1046	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alyileili	Other
2	3579	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
130	3576	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
242	3572	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
314	3571	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
338	3570	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
355	3569	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
401	3568	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
619	3567	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
636	3563	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
642	3562	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
682	3559	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
698	3544	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
773	3536	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
776	3535	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
884	3530	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
911	3529	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1104	3528	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1189	3526	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1240	3525	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1385	3524	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1389	3520	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1489	3516	Unknown	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1658	3512	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1732	3509	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1958	3508	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2024	3506	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2053	3502	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2149	3499	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2181	3495	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2261	3494	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2340	3489	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2364	3488	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2388	3485	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2479	3483	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2683	3479	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2797	3473	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2866	3465	Ajman	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2985	3461	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2987	3460	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2993	3458	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3170	3457	Dubai	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3381	3456	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3391	3439	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3460	3438	Umm Al Quwain	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3907	3434	Sharjah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4016	3432	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4036	3430	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4275	3428	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4402	3426	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4432	3425	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4439	3422	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
FG142	3419	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S42	3418	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S75	3415	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S130	3411	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S178	3410	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S199	3407	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S216	3398	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S232	3397	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S238	3393	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S266	3391	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S310	3389	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S326	3388	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S343	3387	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S366	3381	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S368	3373	Ras Al Khaimah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S436	3368	Abu Dhabi	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S450	3366	Fujairah	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
245	420	Umm Al Quwain	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
409	417	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
436	416	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
1809	415	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3316	409	Fujairah	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3425	407	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3896	404	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
267	1335	Unknown	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
672	1324	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1381	1322	Dubai	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1619	1297	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1952	1292	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2788	1280	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2903	1271	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2936	1270	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2989	1269	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3241	1257	Umm Al Quwain	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3525	1255	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3637	1251	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
4446	1249	Umm Al Quwain	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
S135	1245	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
S381	1244	Abu Dhabi	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
FG87	1056	Abu Dhabi	Dubai_Emirati	Dubai_Emirati	Badwawi	Other
3096	951	Ajman	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Baniyas	Other
3934	942	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Baniyas	Other
2228	960	Abu Dhabi	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Echtibi	Other
2583	954	Sharjah	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Echtibi	Other
S359	1061	Ras Al Khaimah	Fujairah_Emirati	Fujairah_Emirati	Khasouni	Other
1AJ68	#N/A	#N/A	Egypt	Egypt		
1AJ129	#N/A	#N/A	Egypt	Egypt		
1AJ136	#N/A	#N/A	Egypt	Egypt		
1AJ137	#N/A	#N/A	Egypt	Egypt		
1AJ143	#N/A	#N/A	Egypt	Egypt		
2AJ61	#N/A	#N/A	Egypt	Egypt		
2AJ63	#N/A	#N/A	Egypt	Egypt		
2AJ129	#N/A	#N/A	Egypt	Egypt		
2AJ136	#N/A	#N/A	Egypt	Egypt		
2AJ137	#N/A	#N/A	Egypt	Egypt		
2AJ139	#N/A	#N/A	Egypt	Egypt		
2AL34	#N/A	#N/A	Egypt	Egypt		
3AJ63	#N/A	#N/A	Egypt	Egypt		
3AJ68	#N/A	#N/A	Egypt	Egypt		
3AJ137	#N/A	#N/A	Egypt	Egypt		
3AJ139	#N/A	#N/A	Egypt	Egypt		
3AJ143	#N/A	#N/A	Egypt	Egypt		
3AL34	#N/A	#N/A	Egypt	Egypt		
3AQ166	#N/A	#N/A	Egypt	Egypt		
4AJ61	#N/A	#N/A	Egypt	Egypt		
4AJ68	#N/A	#N/A	Egypt	Egypt		
4AJ136	#N/A	#N/A	Egypt	Egypt		
4AJ137	#N/A	#N/A	Egypt	Egypt		
4AJ139	#N/A	#N/A	Egypt	Egypt		
4AJ143	#N/A	#N/A	Egypt	Egypt		
4AL34	#N/A	#N/A	Egypt	Egypt		
4AL97	#N/A	#N/A	Egypt	Egypt		
5AJ61	#N/A	#N/A	Egypt	Egypt		
5AJ63	#N/A	#N/A	Egypt	Egypt		
5AJ68	#N/A	#N/A	Egypt	Egypt		
5AJ129	#N/A	#N/A	Egypt	Egypt		
5AJ136	#N/A	#N/A	Egypt	Egypt		
5AJ137	#N/A	#N/A	Egypt	Egypt		
5AJ139	#N/A	#N/A	Egypt	Egypt		
5AL34	#N/A	#N/A	Egypt	Egypt		
6AJ63	#N/A	#N/A	Egypt	Egypt		
6AJ68	#N/A	#N/A	Egypt	Egypt		
6AJ129	#N/A	#N/A	Egypt	Egypt		
6AJ136	#N/A	#N/A	Egypt	Egypt		
6AJ137	#N/A	#N/A	Egypt	Egypt		
6AJ139	#N/A	#N/A	Egypt	Egypt		
6AL34	#N/A	#N/A	Egypt	Egypt		
7AJ63	#N/A	#N/A	Egypt	Egypt		
7AJ68	#N/A	#N/A	Egypt	Egypt		
7AJ129	#N/A	#N/A	Egypt	Egypt		
7AJ136	#N/A	#N/A	Egypt	Egypt		
7AJ139	#N/A	#N/A	Egypt	Egypt		
7AQ59	#N/A	#N/A	Egypt	Egypt		
8AJ63	#N/A	#N/A	Egypt	Egypt		
8AJ68	#N/A	#N/A	Egypt	Egypt		
8AJ129	#N/A	#N/A	Egypt	Egypt		
8AJ136	#N/A	#N/A	Egypt	Egypt		
8AJ139	#N/A	#N/A	Egypt	Egypt		
8AL34	#N/A	#N/A	Egypt	Egypt		
9AJ1	#N/A	#N/A	Egypt	Egypt		
9AJ61	#N/A	#N/A	Egypt	Egypt		
9AJ63	#N/A	#N/A	Egypt	Egypt		
9AJ68	#N/A	#N/A	Egypt	Egypt		
10AJ61	#N/A	#N/A	Egypt	Egypt		
10AJ63	#N/A	#N/A	Egypt	Egypt		
10AJ68	#N/A	#N/A	Egypt	Egypt		
10AJ136	#N/A	#N/A	Egypt	Egypt		
10AJ137	#N/A	#N/A	Egypt	Egypt		
10AJ139	#N/A	#N/A	Egypt	Egypt		
11AJ1	#N/A	#N/A	Egypt	Egypt		
11AJ61	#N/A	#N/A	Egypt	Egypt		
11AJ63	#N/A	#N/A	Egypt	Egypt		
11AJ129	#N/A	#N/A	Egypt	Egypt		
11AJ136	#N/A	#N/A	Egypt	Egypt		
11AJ137	#N/A	#N/A	Egypt	Egypt		
11AJ139	#N/A	#N/A	Egypt	Egypt		
12AJ1	#N/A	#N/A	Egypt	Egypt		
12AJ61	#N/A	#N/A	Egypt	Egypt		
12AJ68	#N/A	#N/A	Egypt	Egypt		
12AJ129	#N/A	#N/A	Egypt	Egypt		
12AJ136	#N/A	#N/A	Egypt	Egypt		
12AJ139	#N/A	#N/A	Egypt	Egypt		
13AJ61	#N/A	#N/A	Egypt	Egypt		
13AJ68	#N/A	#N/A	Egypt	Egypt		
13AJ129	#N/A	#N/A	Egypt	Egypt		
14AJ61	#N/A	#N/A	Egypt	Egypt		
14AJ129	#N/A	#N/A	Egypt	Egypt		
15AJ61	#N/A	#N/A	Egypt	Egypt		
15AJ63	#N/A	#N/A	Egypt	Egypt		
15AJ137	#N/A	#N/A	Egypt	Egypt		
16AJ61	#N/A	#N/A	Egypt	Egypt		
16AJ63	#N/A	#N/A	Egypt	Egypt		
16AJ68	#N/A	#N/A	Egypt	Egypt		
16AJ137	#N/A	#N/A	Egypt	Egypt		
17AJ61	#N/A	#N/A	Egypt	Egypt		
17AJ63	#N/A	#N/A	Egypt	Egypt		
17AJ68	#N/A	#N/A	Egypt	Egypt		
19AJ68	#N/A	#N/A	Egypt	Egypt		
19AQ59	#N/A	#N/A	Egypt	Egypt		
20AJ68	#N/A	#N/A	Egypt	Egypt		
21AJ57	#N/A	#N/A	Egypt	Egypt		
21AJ68	#N/A	#N/A	Egypt	Egypt		
22AJ57	#N/A	#N/A	Egypt	Egypt		
