Recipient Egypt Ethiopia Kazakhstan Russia Azerbaijan Armenia Iran Bosnia-Herzegovina Ukraine Kyrgyzstan Tajikistan Belarus Georgia Jordan Poland Israel India Moldova Hungary Latvia Lithuania Estonia Lebanon Albania Uzbekistan Bangladesh Nepal IBS_Spain PJL_Pakistan GWD_Gambia ESN_Nigeria BEB_Bengal MSL_Sierra_Leone STU_Sri_Lanka ITU_India YRI_Nigeria LWK_Kenya TSI_Italy GIH_India
HG01623 635.721291 272.155237 45.432531 197.890414 12.293187 71.267436 29.222519 71.905032 112.350747 16.853538 76.145275 51.248071 40.959374 11.991846 52.313007 54.171016 68.696307 25.293274 12.648924 35.471412 33.203655 82.644783 5.276841 34.361363 33.981403 9.188623 5.060249 1920.37585 401.107176 91.821223 55.006607 276.909564 46.716222 300.762004 310.813289 61.424863 60.406303 1266.60016 355.727239
HG01624 629.009125 265.74259 41.122781 199.080443 9.744838 64.276917 28.61653 72.798012 110.518231 11.994572 67.831273 50.379798 38.024571 17.225935 56.813367 59.388933 76.407224 24.409429 10.557051 38.680642 37.567517 68.104051 5.84838 34.221332 37.628172 10.063983 5.960511 1926.85314 415.348366 90.328136 49.769408 276.128275 47.50242 292.014916 303.033985 60.199611 65.481081 1265.76264 380.979684
HG01625 618.380308 271.166236 41.034255 230.097424 11.121463 63.867494 24.486463 67.420515 145.860659 20.026429 55.294596 49.382248 36.201857 12.123577 52.581531 60.595221 71.656592 26.872112 15.407722 46.769173 52.564476 87.787135 5.460039 32.67347 40.029914 9.959144 5.924951 1781.62891 414.951474 72.544354 40.130214 294.995311 37.663528 305.262948 296.346169 48.017467 56.165932 1362.42173 380.544827
HG01626 700.277184 321.090292 40.989332 224.407913 16.039784 70.148981 28.451478 76.426939 112.302331 23.425641 63.564505 47.214622 49.990838 15.486894 46.891314 73.856664 71.407782 20.634909 12.809376 33.20669 39.310288 83.364709 6.902667 29.486398 33.357656 10.036665 6.684379 1647.43126 419.224001 90.139034 47.031701 287.483495 50.158151 314.045315 316.561741 55.08984 65.375761 1296.87454 398.236787
HG01628 709.546618 347.151206 35.520063 211.771215 15.137167 72.030904 25.251598 70.542047 109.590835 17.159764 61.269005 48.515296 36.813538 15.166118 45.863247 61.917136 67.491513 19.06269 9.988272 31.410607 29.575288 73.676862 7.265659 33.408938 32.936101 9.243557 5.342751 1689.42039 396.947256 140.767927 89.610799 275.679216 76.673668 288.330113 298.664619 100.391571 96.456667 1232.75519 357.072473
HG01630 689.603258 334.59254 35.779919 200.851492 19.708195 71.64018 27.921471 75.96561 125.442338 13.605638 63.053833 51.456939 43.123115 15.323529 43.605557 70.725203 67.076927 24.943731 9.985647 29.811826 36.954998 73.831823 6.812502 33.733395 31.47451 8.025423 6.852269 1728.74371 393.868619 131.09742 65.732302 271.434847 64.698694 283.516514 308.007654 79.932632 86.261912 1249.53271 370.688966
HG01631 637.571434 270.875939 35.805678 220.15258 13.211309 56.598522 29.288458 78.112244 134.060517 17.560524 64.318296 59.69923 48.611638 15.546316 55.081244 69.468261 72.473553 23.441267 15.078831 43.877486 44.056054 84.041934 5.785821 31.696704 38.79041 10.745569 7.476568 1791.14574 424.334317 68.107443 36.1659 288.101732 32.013209 304.158114 312.680422 42.149468 52.6779 1321.08226 389.374968
HG01632 623.258321 275.26617 36.568771 216.478418 12.104525 69.325444 25.646238 66.856615 133.129053 17.463199 70.312544 54.515294 34.563514 14.744084 56.583274 58.221899 72.398247 26.051653 9.262997 36.507732 35.999177 82.884789 7.46468 35.61945 31.063927 9.812887 6.238487 1767.59082 421.28575 89.191011 42.224328 293.711186 39.234838 301.297269 312.505071 52.635703 57.326875 1364.18268 385.890935
HG01668 628.501698 276.833722 35.822746 212.793578 10.742405 67.759709 23.294569 72.932237 122.575026 19.427464 65.18046 52.466962 36.420658 15.469419 53.648121 54.831633 70.925889 21.829228 11.474448 36.236926 41.284168 82.59736 7.512013 32.659388 42.409163 9.777373 8.285251 1817.47683 400.062575 104.946529 64.787768 295.955272 50.317615 296.280436 317.789548 67.317653 70.080677 1280.26274 366.448601
HG01669 588.10696 288.568872 34.120464 201.731462 15.641645 69.10335 27.1771 71.304547 120.973319 18.639914 55.93645 43.924276 33.059681 14.870943 44.34734 61.255621 67.933722 20.070352 8.888612 45.295512 38.511829 76.709375 7.6317 30.692599 43.190534 10.956968 7.937389 1798.3748 399.166404 109.883426 86.557387 275.661535 68.365912 293.115928 294.029174 98.455695 121.164394 1292.35759 361.705076
HG01670 612.178979 259.216124 37.669053 206.410841 18.830996 66.419078 21.432651 61.672358 122.093512 15.788893 73.196579 57.303329 44.133274 17.9752 52.454177 57.320539 65.34173 21.145191 10.166365 40.177929 42.30277 79.173031 8.493983 38.756956 26.678523 8.640461 9.333644 1892.77359 431.767208 74.874042 40.538834 281.690143 37.896515 301.121434 302.128653 47.778735 59.132595 1324.28364 377.126306
HG01672 614.88004 246.029974 39.318304 202.938382 13.107916 83.568826 26.890552 76.534713 139.129514 19.969877 74.055 51.008849 43.395129 13.919562 61.816374 52.150913 67.661074 18.943355 7.720026 41.985137 38.855826 91.288115 6.789098 34.687058 36.150606 13.182775 7.164007 1786.8894 400.907404 71.000945 39.931946 305.320982 35.280123 287.191035 309.895046 45.711362 54.142095 1382.85417 403.152349
HG01673 602.161966 253.364231 44.884035 193.649754 13.092152 65.007481 21.612291 85.519695 123.868695 18.631045 63.034532 58.529726 33.111711 14.489628 45.851186 52.783195 63.593161 30.960645 12.548386 43.441495 46.694767 80.984378 9.939381 29.440371 35.469712 9.012144 7.06861 1957.35226 413.450892 76.190683 37.796176 302.128822 35.454053 292.71235 313.460441 41.834124 48.908999 1286.98564 380.399043
HG01675 561.537351 245.824183 36.945836 196.716599 12.464235 68.047307 24.030981 64.872224 115.764565 17.508079 58.001385 49.867468 40.22905 11.905191 48.947688 51.637726 66.209116 20.535442 11.929251 34.475191 40.098815 80.856731 6.90072 23.785644 35.845412 7.660796 6.361163 2277.05769 381.488772 71.782712 33.694151 271.97902 34.530283 283.99095 281.87282 40.343661 49.936065 1230.23901 349.54457
HG01676 587.2305 245.382919 36.092785 211.394711 16.25766 71.320404 23.751728 72.655451 128.922708 17.67965 65.45771 49.396673 34.625364 13.062252 48.823913 45.586086 69.302518 23.329882 7.827608 39.811238 37.538812 82.285416 8.39223 26.55429 34.516168 10.300784 11.726151 2188.56786 386.751859 66.309012 37.528291 264.46273 31.118299 274.723672 267.582279 38.307635 44.92047 1262.91786 363.002276
HG01678 593.944426 246.202418 34.38496 208.166561 14.878287 61.354049 28.225996 76.604415 124.287848 18.224552 61.366707 50.989503 34.109672 11.613889 56.245185 52.446594 60.056095 23.458992 12.871637 34.408825 35.699911 77.119019 6.230714 31.638047 32.241073 8.039617 6.250659 2123.19552 394.13676 70.803291 37.633454 266.930963 34.00312 288.032879 285.237457 48.715081 47.937835 1293.14397 354.587882
HG01679 590.359038 257.890678 31.254923 211.576143 9.588098 73.315077 25.506716 76.059211 117.173619 16.061507 65.501375 54.151689 36.10437 13.954889 60.922454 59.285963 65.158672 20.108803 13.026106 43.349904 34.799787 78.896622 7.279273 38.048546 36.011305 10.490136 8.989098 2004.02679 388.685335 79.81825 46.436644 274.970334 41.148316 276.061842 292.908294 50.240406 60.230811 1308.63391 367.392948
HG01680 606.101365 253.510373 37.742466 187.608089 11.908301 63.338497 22.25627 69.379389 113.805173 17.092064 60.977603 51.438349 35.480022 12.007762 56.606056 59.264672 67.439858 23.44399 11.32972 42.267477 42.656331 97.795331 7.602783 33.390899 44.049552 9.821767 7.725396 2033.44619 400.193167 82.990602 41.222011 280.087644 35.335531 277.547007 307.790038 47.739042 51.462802 1270.32273 371.241556
HG01682 581.718531 241.964252 38.350121 207.969917 11.918412 62.453229 24.403849 64.624688 135.86815 13.064474 54.795592 48.569633 30.290181 12.320144 63.831007 49.831285 66.892413 24.160415 13.334216 32.575286 39.895997 82.924274 5.831503 31.58195 29.868087 8.587973 7.101975 2116.09927 407.780467 65.176171 33.529119 287.489525 33.446606 268.979624 286.458894 42.595275 47.391884 1298.49209 373.251388
HG01684 579.618578 242.683085 38.288483 198.612126 13.278394 59.162283 23.110049 79.110335 129.290878 15.118216 62.519186 55.220058 37.115404 12.224147 52.495348 55.893536 66.592465 25.114245 16.839109 41.583345 41.541917 85.427129 8.056958 36.343749 38.598921 15.553553 12.973558 2070.88623 387.631439 70.276175 36.816897 293.64841 31.575754 276.771119 293.111969 42.91891 49.497842 1283.01967 366.898392
HG01685 645.275202 271.923951 35.188212 219.077943 13.517291 65.899017 33.115409 70.435971 134.023398 19.764545 66.248708 59.869496 36.832505 13.954317 47.449171 60.247641 74.053115 24.741158 12.031067 39.443797 40.545643 88.276789 5.153591 28.834958 33.067503 10.615907 9.196538 1729.99053 427.859281 105.698251 55.605731 284.54329 48.963573 302.492194 308.763383 59.136899 66.647483 1314.30413 382.630269
HG01686 620.274129 280.910478 43.382662 211.015362 14.852112 69.419426 30.632187 74.944712 132.009577 17.969835 72.16036 60.641576 33.716659 12.02379 52.62481 59.696132 66.341872 22.334882 10.063212 38.31629 34.063681 84.858456 5.990989 33.235153 36.082023 8.616073 5.015751 1762.83055 400.100593 89.274737 53.340043 282.941131 41.58425 298.760009 311.282115 50.053052 62.338141 1341.99722 419.723842
HG01694 676.29737 337.819519 35.942959 206.552069 15.152967 65.268772 23.053405 71.322073 116.842618 17.181153 74.160278 44.311882 36.108431 14.622837 46.294608 59.952906 62.961798 22.163981 11.605799 35.322443 32.441926 83.665052 5.23109 30.616752 32.634882 6.243094 6.691281 1695.40992 396.217624 118.978862 73.492484 280.189823 67.750221 301.737599 295.962815 92.652804 89.541798 1280.53852 382.483441
HG01695 626.339474 313.368099 33.756768 221.146216 17.862025 70.243322 25.209583 71.704561 122.039556 15.786602 51.065736 38.005131 32.959121 13.703677 48.097029 55.007855 69.447032 26.312834 11.786169 42.759809 34.311751 89.080895 6.020823 29.803777 36.101321 7.73991 8.610521 1720.22495 411.011046 135.328381 77.862637 272.937286 74.027438 304.007597 300.662142 90.708614 83.84357 1294.01873 362.515872
HG01697 624.780171 282.052783 38.05217 205.594632 12.91481 68.722462 25.039981 66.95073 125.641965 19.380248 70.808013 45.009665 37.955479 14.857539 45.708075 57.709651 60.798024 20.448764 13.814306 32.139999 38.259929 64.175819 5.962925 27.204894 36.013345 9.252219 4.951118 1894.84704 403.380962 103.863021 55.538813 289.638738 51.026132 300.038488 307.941562 63.762774 62.260589 1284.59171 374.328325
HG01699 617.293436 282.686182 40.416444 197.481723 15.106606 71.873481 27.842892 70.537516 123.426372 17.06871 64.715085 44.217508 38.022102 13.353529 55.384114 58.302426 67.552119 25.745332 9.958055 46.87812 36.520576 82.82072 11.22086 39.82294 37.254733 8.918435 6.710226 1900.08944 389.22771 96.661977 50.654377 278.416951 53.926 300.480778 303.151627 61.660848 62.536258 1278.3203 359.161356
HG01700 462.082725 197.066576 33.574107 164.259177 12.888987 49.52016 20.938963 64.256029 105.596249 16.291564 53.456151 57.993384 31.036637 13.725146 46.471275 59.497735 63.398675 21.781903 10.212493 39.324684 33.434469 79.096903 4.114373 28.890193 26.753298 8.272515 6.776243 2667.03309 370.80411 56.333831 27.282237 256.200424 25.646925 246.643464 255.810889 31.574967 38.09124 1234.2055 325.080555
HG01702 486.922421 191.78147 37.577959 175.465994 9.658554 49.40375 22.974053 66.873666 112.673991 15.189452 62.481445 36.398483 31.053503 14.161922 39.2186 44.546613 52.79086 18.206225 20.993984 36.038876 45.088365 81.718458 6.189747 19.804998 28.625921 8.776459 7.114845 2715.12403 325.850397 49.674401 27.658849 244.681501 24.634024 254.862141 264.099619 30.173864 38.372133 1222.99119 325.565105
HG01704 652.405698 273.942677 45.833982 200.542783 13.490606 67.85841 25.872169 61.936287 133.032066 16.321382 64.532891 52.451494 36.117012 17.198394 62.702769 59.71799 65.516388 21.184967 8.789664 38.000587 47.136716 90.199994 9.487127 31.848203 35.223176 9.223553 11.333532 1704.16915 409.638011 107.454546 60.743805 288.463187 54.944164 289.605452 324.300291 69.702926 67.827566 1337.20606 379.46217
HG01705 651.027433 294.910944 39.795383 209.920122 16.124454 65.857377 26.667359 81.809109 109.599287 16.426912 68.898823 54.480771 41.249899 12.833731 55.332276 60.341147 64.293174 18.510172 15.414166 39.243477 36.071751 84.080561 9.444987 31.651399 41.364739 8.534037 6.523794 1770.82624 407.324931 91.009226 51.484794 281.428572 47.548191 311.214154 306.98406 60.758415 61.003537 1307.77378 387.654669
HG01707 645.948647 279.962915 42.754207 215.99562 11.779342 65.016214 24.464349 78.059423 132.722635 18.311232 54.767118 55.607391 32.002766 17.127393 54.504691 54.184606 67.743579 19.743775 17.312254 36.640703 36.595676 85.259542 4.464745 36.093464 33.251375 8.036953 7.480265 1743.3862 417.022895 92.358299 44.840156 288.288803 46.2777 309.933684 306.904733 54.732081 64.92919 1368.05326 372.859971
HG01708 639.65698 270.603402 39.401872 220.90054 15.985894 59.752506 22.78863 79.619736 133.338701 16.974715 61.768585 49.312332 36.482486 14.269884 56.061968 57.303628 71.819704 18.450671 14.830144 53.410635 42.518777 89.240017 6.127035 32.811922 33.605844 11.443324 7.516613 1790.51474 425.822156 94.314746 48.80924 280.084558 45.871196 293.626741 308.51388 54.070795 55.958862 1315.23094 376.603461
HG01709 637.065018 272.185837 35.500325 209.842501 14.117847 64.629528 32.583448 72.087907 115.830012 17.413811 72.7623 45.191336 40.496004 12.528295 62.081775 56.758131 61.8299 24.9674 11.14572 38.783087 43.295108 89.226162 6.841474 30.671813 35.242292 11.538509 6.711333 1812.45741 408.836045 97.680311 52.609686 281.663187 50.850917 296.126589 302.408686 63.558066 71.507809 1292.55213 393.84017
HG01710 624.875039 264.895141 39.391576 209.904295 17.009311 67.179407 26.767265 74.590925 137.462766 24.659995 69.187419 52.727683 47.142482 13.593083 59.393018 57.70283 68.201821 28.250036 14.673569 34.474221 48.37595 80.10666 7.046958 36.140961 38.848732 9.754693 5.879364 1743.9864 413.139049 100.084468 45.875972 291.145829 49.783482 287.757356 324.404418 58.574486 67.351343 1341.2645 363.81535
HG01746 618.216517 254.053072 37.635817 188.929635 16.261621 69.632403 21.43018 66.970385 131.216391 18.390694 70.500724 60.358387 35.685834 16.13263 43.457426 53.003266 65.985151 27.513514 9.523121 44.995233 36.451577 92.851815 5.943531 36.511648 38.8058 7.517894 8.507244 2011.71808 387.1241 66.021006 38.361662 280.656229 37.364179 293.427318 290.182171 48.990056 55.696155 1305.57126 353.824154
HG01747 592.708083 252.690239 32.80853 189.853941 17.25977 59.93689 31.79138 64.697122 136.828448 16.176078 60.998697 49.315675 38.206374 9.979419 48.037738 65.342444 68.50881 23.620896 15.975142 40.851555 45.186837 80.517737 5.910509 34.092122 39.455505 9.725412 9.773429 2045.08026 376.844739 79.196744 41.432733 275.33649 39.003807 292.103542 288.73991 51.948583 54.557185 1266.57486 394.350222
HG01756 620.931431 270.449026 38.54348 205.690218 12.379971 69.220785 21.143167 56.84675 113.347959 13.959295 78.356646 48.230685 39.068793 14.824329 54.342244 60.632272 73.172796 25.613081 8.679453 34.259004 34.682029 76.647436 7.04738 32.396469 33.199808 11.688062 6.661503 2024.4159 395.900628 81.474484 45.019745 279.1616 43.457949 285.727746 289.755178 51.476793 54.996885 1269.62274 362.394142
HG01757 616.491346 294.715105 40.366193 199.134254 14.420085 60.35357 24.559536 63.096185 126.401105 15.949624 54.489864 50.652851 34.810263 19.857096 52.020292 58.541329 71.448701 24.741442 9.671965 40.56863 39.296447 85.314497 7.825517 32.945185 29.18046 9.86683 4.483911 1933.65338 396.726319 92.258037 60.485912 286.230005 49.408531 290.829837 298.583686 62.595641 63.270278 1266.64526 363.52869
HG01761 596.810056 241.814012 48.667409 216.517105 14.34153 62.187885 24.67186 71.669077 132.245701 21.804519 69.092689 51.102543 41.296467 14.679919 53.601466 57.856179 68.075694 22.232371 18.420885 39.334153 48.242742 81.747129 5.430228 26.20331 40.829263 9.428782 7.510589 1970.32786 386.716447 75.04496 43.518349 282.183681 40.443873 302.685309 283.09876 50.711992 56.060479 1306.22367 362.588917
HG01762 603.25059 238.277059 43.819588 208.533554 14.220833 59.631589 27.310467 81.788881 119.107249 17.00867 63.473685 65.51321 40.186945 13.751924 49.111246 60.461139 64.941484 19.276328 11.631306 42.409063 44.099013 85.284056 6.583668 35.205414 38.281103 9.601063 7.31842 1924.27259 396.708828 72.903611 39.446468 293.381103 37.447942 280.106728 308.65604 44.757895 53.717789 1361.63386 362.307447
HG01765 577.852534 264.971912 35.526693 201.916874 13.987998 59.59053 22.214289 68.650218 136.318933 14.104424 68.984277 59.426576 36.090842 12.918453 59.329003 56.039425 71.488152 25.59617 11.703979 31.204078 44.949412 71.336625 7.851676 33.419675 39.920171 13.242244 7.243669 2065.17773 391.823093 81.990603 46.635093 268.83586 39.837344 287.493452 283.015838 52.452495 55.282815 1245.05318 381.941536
HG01766 608.50454 271.575205 33.745047 200.66011 16.440666 64.73571 29.2613 64.212379 123.024037 15.853489 62.631785 54.30389 34.636638 16.153381 47.131904 57.571918 68.889645 23.598843 9.512147 38.079882 29.969711 66.879371 8.739897 30.123172 32.014003 6.158468 8.430889 2081.0347 396.28307 90.400847 49.887228 278.799169 44.25634 283.583689 293.726658 53.644705 61.908358 1238.06843 350.98664
HG01767 643.623915 274.395099 38.945861 187.470551 12.627241 65.033096 32.434277 64.867244 126.642212 16.748013 52.583972 51.124668 34.006943 12.078515 54.485684 59.33905 67.164811 24.702718 14.684813 38.202658 41.977718 69.224444 3.967497 36.46948 39.778567 9.799211 7.020885 1896.10079 395.742806 93.777586 53.023532 274.74358 47.662398 306.55754 309.035769 60.437452 68.428102 1284.60805 375.901107
HG01768 629.945759 281.066072 32.476159 203.734966 16.33854 60.557377 25.296511 63.530615 136.232382 21.701406 58.701009 54.270638 33.441283 15.081569 43.812863 65.011463 63.222123 18.37107 11.487161 37.439509 40.305243 80.595761 10.013354 27.615267 37.229414 7.99059 6.113046 1876.79461 410.399643 97.840929 58.516119 285.616623 51.888126 296.526051 305.405928 56.814888 62.410583 1287.0262 374.597015
HG01770 561.220864 254.301192 45.810756 200.379448 15.828919 54.90292 30.134468 67.692939 124.106193 20.947241 70.400858 54.02556 37.614439 16.912374 50.885621 55.82902 62.332779 24.091468 15.307645 41.76014 41.401559 82.339791 5.837917 33.904785 33.658481 12.831226 7.088066 2039.42083 395.869979 92.90633 46.899905 280.631678 44.179187 275.156066 307.669684 49.186263 52.437659 1278.28233 361.231275
HG01771 598.241364 234.763326 37.259649 195.771629 13.418861 71.997726 29.951307 67.489466 118.380066 13.6473 70.342401 52.339649 40.637211 13.652591 55.944874 55.286818 65.539291 20.91121 12.841239 37.556791 43.190192 78.884398 7.587536 30.957918 35.938038 9.630346 4.872745 2061.46277 399.196771 74.734532 36.944973 275.516488 36.081448 267.233312 293.655351 45.819198 48.596139 1325.09167 364.051277
HG01773 589.406752 240.793699 46.561047 218.996989 14.878961 71.552243 25.596451 60.413775 141.002107 20.562965 57.533947 57.231869 41.510483 14.327204 53.890865 55.31162 64.962318 29.366288 11.902083 34.702702 41.287669 91.005101 6.9154 32.637892 36.681403 8.14848 6.008658 1966.07737 403.506298 72.339726 37.786065 274.004538 34.324992 296.007024 292.946628 44.178963 47.964692 1331.06265 372.029948
HG01775 602.298177 249.764003 34.021156 212.92484 15.844229 62.811801 24.343165 68.786543 142.927611 21.093885 62.523208 54.193098 29.663102 12.631572 56.534975 58.113271 67.989062 16.395358 9.784108 50.59249 40.843684 85.851683 8.814074 36.637732 32.087844 8.068756 6.272136 1980.69439 387.552427 72.084451 36.99134 284.984393 36.2691 301.713406 298.156182 42.581889 50.048697 1308.50823 374.021803
HG01776 570.026805 227.729885 35.008444 213.710045 16.21194 63.628452 22.316103 59.06646 134.606371 14.448583 70.956406 56.492977 33.619121 13.052729 45.298028 58.908236 69.929219 24.101145 10.991862 39.862605 40.179408 72.257308 8.916602 37.049463 38.667552 8.061439 5.660231 2061.89042 399.045533 75.10881 34.796661 284.527597 38.575644 310.184625 294.191896 37.51693 46.49043 1305.64181 366.690072
HG01777 598.966119 253.336883 33.261587 215.319368 11.513516 65.576256 27.592107 77.062058 130.803742 13.497479 60.926468 47.053001 34.441897 12.342522 55.862806 68.844704 60.78413 20.676889 13.996731 46.516787 49.451195 82.438291 7.042241 33.627663 31.502306 8.823138 6.085019 2025.502 383.967425 66.70589 35.230242 294.259217 34.231406 286.350717 292.903673 44.379064 49.280811 1296.59264 368.669882
HG01779 563.59306 228.68888 36.443626 192.753801 10.269412 63.209822 23.502666 64.819221 142.523651 18.766708 73.66485 51.115122 40.535723 17.21404 55.957531 63.311938 67.58526 29.58753 10.152875 41.441605 38.454814 93.10356 6.132317 33.507866 38.47658 10.435338 7.250293 2005.24852 411.858854 68.975011 39.043804 278.85276 33.475021 289.341148 298.418005 41.367852 49.875157 1320.95584 385.50781
HG01781 596.646032 253.050801 39.43567 204.906304 13.142909 63.820176 22.117348 74.222974 141.982013 17.355999 57.451713 49.901356 40.698778 12.577494 54.117408 64.016302 68.435589 21.801026 12.486708 43.793534 40.384203 83.292279 6.700664 37.116318 34.350057 10.693359 6.398503 1999.37057 415.303416 69.619102 41.122787 285.646664 39.466502 282.806619 288.118827 47.775682 55.237013 1268.75494 381.300222
HG01783 595.737147 274.142235 49.602068 207.016337 13.601065 67.389477 23.047496 69.449527 120.065584 21.383828 62.115166 45.348372 35.666884 13.277056 53.352937 58.821876 68.615366 28.307009 13.704108 46.598494 42.526614 90.420516 5.806748 28.664979 36.866541 8.677659 4.998874 1863.23811 419.137008 92.162512 48.743443 286.63606 45.563668 296.145555 295.054106 58.429127 59.620557 1293.84109 401.642659
HG01784 614.747562 275.969408 32.46753 204.312351 13.293733 61.066532 22.311993 69.461644 127.161781 20.675977 58.600599 55.831479 37.013429 13.039145 44.046438 62.724297 69.692965 21.721875 10.94096 33.578077 35.020434 82.017157 4.959472 43.129332 39.803361 9.297464 7.349812 1897.01175 411.345535 87.427882 46.256313 278.642654 44.02938 281.567458 309.678742 55.581905 57.076395 1331.61018 374.954861
HG01785 582.852583 244.954706 41.259685 224.743636 10.436855 61.865165 24.18423 73.279433 134.245691 21.633462 63.257015 57.835749 39.427614 10.786375 53.956014 55.357049 67.762601 29.348743 16.551991 55.238849 36.944568 96.14898 5.775006 35.098398 30.925917 8.248831 7.599932 1914.03352 431.52761 64.674837 35.619223 288.258492 32.555719 309.897141 308.116811 37.807449 46.39436 1311.26449 375.549135
HG01786 625.589387 254.526377 40.807965 220.137499 18.252696 70.18899 26.046226 67.992619 129.227379 20.196884 66.469093 54.829632 38.832993 13.232326 57.922428 54.221274 71.279315 25.734413 15.590151 34.642884 43.21517 90.086889 4.991926 32.761408 40.107794 12.029141 5.221752 1871.73164 402.603585 59.485939 35.024891 289.476051 33.687099 305.106675 326.09847 41.29504 46.3124 1323.17296 377.288498
HG02219 633.10222 244.836242 48.169963 215.589051 14.441542 66.397291 22.778507 71.860921 140.822604 19.080754 72.184542 55.29529 32.265403 13.283541 56.566971 59.708543 65.16497 21.460531 13.460877 40.109735 44.349963 87.646871 6.21073 35.838203 34.565112 12.046614 5.012077 1841.06002 423.849309 76.142232 36.650988 287.788586 36.289678 290.074899 304.228064 42.865296 54.333276 1321.23888 398.647551
HG02220 604.696295 261.013537 36.748728 211.410021 14.009032 67.835446 23.226877 69.881646 128.081542 17.157218 66.375455 47.135772 34.843264 12.549184 54.538835 61.112253 64.909732 23.650062 14.175666 40.116486 37.919222 86.629317 4.571705 31.800157 36.685362 8.573536 6.91066 1925.49703 410.053041 69.970067 38.235497 278.052721 33.014688 286.692696 313.799165 41.863284 50.795667 1326.6501 404.2369
HG02221 577.822816 247.300013 44.51633 231.209606 14.590325 61.705316 23.908237 85.391319 131.520357 19.411676 61.292008 61.873733 28.84985 12.927075 62.848744 59.140053 74.925327 23.597309 11.920786 42.392547 38.385187 86.958805 5.837316 35.297085 36.78466 8.62752 6.687595 1908.50427 393.653518 77.026583 45.754391 277.569875 35.761211 303.750854 302.443651 50.133638 56.550945 1336.38512 362.162204
HG02223 611.118966 254.340594 41.458681 231.619258 13.438494 72.443858 19.824921 76.238013 130.429229 16.635889 68.027809 51.409111 35.267337 14.447334 52.321591 59.049251 71.297686 26.345473 15.57953 55.209147 48.292746 81.750189 6.153828 32.513888 34.823043 8.875548 6.445033 1806.052 416.507476 78.526665 41.217372 294.875165 42.412509 297.612953 302.608735 48.452211 54.321598 1342.50442 384.970302
HG02224 596.997143 256.368159 37.510774 236.893107 16.892443 72.139062 29.918635 68.910981 146.994666 20.473761 68.252849 48.823265 38.72707 13.733513 50.034243 59.90222 70.577164 18.693058 14.982753 42.538438 44.20713 100.19028 4.928891 33.399335 33.718098 11.857616 6.383282 1846.29496 406.496459 68.632352 35.644429 285.344945 36.34059 301.140445 301.042565 38.846316 48.339869 1342.4858 390.761196
HG02230 591.793444 262.772374 33.219123 230.822001 13.038064 65.538228 31.993422 78.542332 125.510304 16.356468 61.276945 54.01014 36.459427 13.412689 49.164704 58.05759 68.627451 21.652338 13.855434 39.615106 35.346437 97.287748 8.054156 34.021317 43.29659 9.826599 6.458102 1796.5979 427.798025 67.782948 37.188659 285.197674 31.406129 294.034757 307.450607 40.791257 53.00977 1397.82235 406.329253
HG02231 598.464847 242.94075 43.432265 217.662972 15.683122 64.926344 27.888354 73.018932 142.355722 20.29186 72.655663 57.407721 35.692484 13.623851 58.678851 67.816127 63.378162 31.00358 17.654644 42.728218 42.560929 112.904667 7.770902 32.545838 35.187806 9.927282 7.518884 1800.49007 423.502418 59.455968 37.639868 276.242377 36.451546 294.86846 305.256552 42.466243 52.154794 1375.36891 385.799878
HG02232 592.002812 261.144285 41.305839 201.499865 16.920091 62.948185 21.085726 71.563754 127.869861 16.795572 66.940549 60.964821 33.621209 15.546241 43.346697 59.239463 67.975374 21.731052 12.549241 41.080827 33.543615 74.529838 7.07449 37.625531 39.540028 14.853498 9.42748 1970.25135 387.792161 90.278358 43.142503 284.832398 47.174521 293.406758 302.113653 60.377212 60.114632 1287.13065 366.077715
HG02233 650.083493 286.842904 40.440662 209.593333 11.113837 71.064937 25.074913 61.699648 132.515455 13.508855 66.355107 55.316135 34.499927 10.83963 49.646195 64.931729 69.294368 20.752326 10.797792 42.040067 37.716866 83.509901 5.623096 34.061832 34.013159 10.040922 5.881945 1834.09572 405.944734 93.688475 48.992289 269.164348 43.987651 306.587965 325.779557 55.243235 69.465031 1289.89319 365.316641
HG02235 597.061315 278.720233 36.407669 217.172361 16.369193 68.33277 26.648567 70.020163 118.60246 19.370117 63.344778 55.393751 40.694404 11.708629 44.105995 62.60457 63.587746 27.767064 12.188481 41.931786 36.706909 76.088441 8.808786 31.884499 36.44719 10.537274 9.889896 1892.7718 399.876431 79.613714 43.703086 264.513068 45.209161 302.670334 324.783326 51.196517 61.062269 1303.34377 394.279346
HG02236 583.728427 258.029877 33.55916 203.707965 17.4463 68.995509 23.382128 79.301559 141.311436 18.483419 60.56499 54.459246 38.053376 15.024967 56.71247 55.980134 71.819042 21.259707 16.271474 42.03773 41.120171 69.413916 7.973368 31.033355 31.910665 9.282144 9.576486 1893.7933 422.870648 89.111085 42.758719 294.517294 43.556159 303.15643 292.491234 53.877994 57.818805 1315.1193 375.907879
HG02238 633.568115 283.606788 39.184555 204.445634 12.981832 61.525762 26.432216 63.381214 121.71899 14.728869 67.357725 49.473882 40.022158 13.903927 52.588322 62.333311 68.681724 21.873919 10.36149 39.834891 33.30139 73.933554 7.891904 34.422502 29.545971 8.739553 5.640419 1959.33246 387.784834 89.116036 46.885632 279.956332 44.61326 269.910439 301.340054 58.776549 65.461901 1289.32024 371.439533
