Recipient Egypt Ethiopia Kazakhstan Russia Azerbaijan Armenia Iran Bosnia-Herzegovina Ukraine Kyrgyzstan Tajikistan Belarus Georgia Jordan Poland Israel India Moldova Hungary Latvia Lithuania Estonia Lebanon Albania Uzbekistan Bangladesh Nepal IBS_Spain PJL_Pakistan GWD_Gambia ESN_Nigeria BEB_Bengal MSL_Sierra_Leone STU_Sri_Lanka ITU_India YRI_Nigeria LWK_Kenya TSI_Italy GIH_India
S360 1595.1834 911.960411 26.86039 209.351765 14.058432 104.842252 64.976222 48.365928 66.248442 12.439802 52.877369 24.243225 43.901075 48.483714 21.62132 127.403215 60.369162 16.927601 5.152447 13.476384 22.061588 39.494835 9.505396 23.599302 31.831627 9.62249 5.029806 741.540904 397.631612 76.986026 48.346294 293.946569 41.783447 333.22269 329.19748 58.862326 101.880787 859.341862 352.790275
S363 1528.4322 896.494277 27.4385 205.940092 14.179793 89.010237 50.733558 46.163653 54.446236 11.721768 51.191862 24.955986 42.05149 34.527563 21.878022 129.517467 73.544459 15.232171 5.490133 14.925766 14.823151 34.100769 13.468082 31.868973 31.800482 9.556751 6.451959 685.679676 422.290476 82.756332 74.60748 301.773854 53.358339 343.791123 365.676693 81.524465 169.965106 795.494557 388.55438
S373 1527.72585 954.978635 25.939048 190.115091 16.81095 93.794568 50.731602 47.498915 60.268929 13.478066 52.107955 20.658578 40.872342 46.969613 22.187493 132.997354 71.259651 17.168041 5.010114 14.654046 20.978425 27.957102 10.098628 25.913263 33.91933 10.292578 6.365654 729.295058 398.707389 91.859331 61.216296 278.963761 44.216891 351.665143 346.4635 60.927936 119.682017 861.509781 360.158932
S379 1174.53238 700.620379 31.611239 238.253554 26.122416 100.111698 54.179811 48.516913 64.199009 14.701538 65.887439 24.283501 48.604165 36.563846 21.59365 96.97809 89.875222 17.472404 6.409905 16.350869 20.973585 33.294189 9.599402 30.115029 35.26647 14.495768 6.114843 765.828194 489.966771 77.825013 57.823945 355.313545 47.590612 417.546559 444.87108 69.694097 110.448382 890.772505 491.009853
S387 1365.12636 851.581733 22.303848 199.15482 16.958607 93.084533 41.635936 45.636854 64.527917 12.230578 59.437418 21.657211 47.061738 30.217216 27.179412 115.530804 69.612601 18.249177 6.063882 15.415123 16.245009 34.237202 7.372446 23.422502 31.211607 10.805806 8.050967 757.727828 386.077202 161.205263 123.276082 277.754609 94.238435 323.185374 344.099189 137.148367 172.843966 843.014047 370.836202
S394 1114.0434 633.947315 26.721697 200.80003 17.328859 87.465513 57.721527 45.195606 67.793581 22.562623 63.716802 26.697913 38.557923 26.244671 23.238416 106.510928 94.340801 14.669159 6.923896 19.106848 18.960901 36.070247 8.161984 23.079422 37.52744 15.582406 6.382018 746.12748 577.8739 68.418792 69.500325 370.44825 45.796667 494.098307 531.547502 68.843453 110.328326 797.535078 525.547862
S395 1584.58329 949.072689 25.327716 204.184024 13.917439 115.776312 60.044435 48.653871 60.812146 10.454197 57.604683 21.105588 47.678165 34.005245 23.196018 142.063526 62.43498 13.155048 10.087016 16.402492 15.297648 31.985712 11.448412 25.887931 34.535484 11.754919 9.455889 719.345315 395.877007 72.831379 47.567586 261.402693 44.384321 339.033597 339.554994 51.399013 114.903204 847.370195 370.823676
S406 1628.27449 892.998977 23.01412 195.062045 20.204593 97.460472 50.986877 41.649839 60.4924 13.853298 50.058541 20.636366 41.969954 42.263311 19.97017 127.72886 67.466978 11.658636 6.681797 17.355403 17.155299 34.3058 14.445783 24.721584 27.676609 7.293819 6.328961 737.409789 409.117863 75.902459 51.230687 273.614712 46.323748 352.123953 357.151777 60.409019 105.526207 839.94903 374.943644
S409 815.679719 466.562793 31.731303 211.227619 23.798049 89.853272 42.471784 46.357005 61.032772 21.071118 63.649587 19.702671 48.905045 20.479852 28.961197 83.975146 102.529476 11.102593 8.178666 15.989929 17.546364 34.17224 9.172441 21.242643 41.911551 16.047807 7.944616 719.511383 629.199363 106.571523 125.883099 432.228015 74.46763 508.010515 540.14725 129.573123 271.360208 779.8228 567.345687
S413 1288.62069 780.756786 30.164706 203.996195 15.028936 103.938423 57.572806 45.978924 63.050352 17.681343 60.035848 22.765783 36.979523 30.728607 26.850469 108.117366 81.084946 13.244476 7.54564 22.570059 17.083866 32.842209 7.706169 22.374012 31.886578 12.906095 7.912418 718.521209 440.459733 84.882943 84.662968 338.404764 61.475599 401.250731 416.188275 88.121799 178.63309 844.260659 439.132868
S414 1604.26852 930.261929 27.218205 212.11008 18.388156 96.963501 54.353538 48.990863 61.706164 13.821675 51.03086 24.965592 40.883124 37.783414 19.751463 126.285143 71.275301 13.88525 7.711478 16.26938 19.088368 35.55204 13.564415 26.894802 39.706615 11.082939 5.216103 738.411526 391.42807 81.585349 57.081594 275.370837 54.219202 341.660149 325.321387 66.234323 124.280424 799.721129 361.074966
S415 1582.76741 918.729825 22.65425 199.982467 18.724606 91.455443 52.736511 49.155332 55.432077 12.836397 53.858453 21.283244 42.979694 42.815987 25.441798 130.079575 70.821833 13.240866 4.874413 19.362138 15.97311 28.542102 8.076357 28.457364 33.441815 9.995389 6.261315 755.709203 382.366987 73.393118 55.842023 290.905828 46.115304 337.272391 342.76845 57.254923 116.167279 850.541486 377.101116
S419 1533.20281 800.353044 24.02404 189.375546 21.169732 96.1689 76.84524 46.93627 62.379226 12.923228 55.069496 23.661353 44.68993 37.377909 18.732506 126.180613 74.902092 17.205728 4.949497 17.293262 14.028196 25.048376 8.703734 23.286223 33.407901 9.585166 6.528534 739.474996 448.192123 71.578207 52.816055 301.949234 41.030504 398.868808 385.253608 58.549508 110.631005 850.731377 382.313891
S425 931.205797 512.887056 27.729112 156.062309 17.090345 64.17525 47.317925 37.446648 51.778334 18.146776 54.28799 19.979449 33.354675 22.70472 20.144445 80.613994 146.758204 12.569642 4.997875 12.7971 15.779084 24.843473 6.573513 16.8587 38.718555 18.565714 8.400695 547.227846 645.056443 57.397479 39.879674 552.834407 36.041613 736.954034 793.374175 46.360055 78.222797 656.995027 653.286926
S429 1411.92964 843.656281 25.308926 189.485391 14.90575 87.329277 63.997634 41.277869 59.675031 14.382555 49.203118 25.328964 39.47191 41.576124 21.910933 107.399735 70.87889 15.04161 5.304434 17.560852 17.048592 31.948598 10.124577 25.779262 37.515876 10.001807 7.945734 704.969148 409.435502 95.596444 113.202855 297.733305 77.293137 350.751633 369.19337 100.972705 249.758375 804.875367 385.646644
S433 1617.47675 951.649098 28.299365 201.120418 26.324556 93.925595 65.184018 47.922333 58.260577 11.505789 50.407666 28.559598 41.458063 43.21702 24.84565 123.550497 68.547412 14.401818 7.866196 19.059387 18.453205 31.342193 16.649543 25.150858 34.283137 9.098896 7.813591 735.870545 377.775038 75.643093 46.293352 275.286777 39.716322 312.851581 333.211473 58.435573 101.440047 874.051938 348.46888
S434 1192.12141 1046.39725 22.149181 167.293011 14.937928 77.625379 43.547999 38.338693 49.651333 10.966971 40.046807 19.060601 35.872109 30.347903 16.968839 84.446234 63.243756 12.372854 6.292511 12.485234 12.592233 29.85942 8.9769 24.933544 24.14918 11.361792 8.556601 641.579942 351.703083 175.736733 190.73234 284.32206 121.02586 336.772357 334.812717 209.407511 436.31366 732.386197 326.029727
S451 1571.85681 980.803543 27.626886 183.430912 17.513492 114.03181 46.977379 45.692125 57.325907 11.316977 46.333662 22.475903 48.848401 36.344367 21.137327 136.129964 71.101263 12.895312 5.396164 15.344131 13.33245 35.035939 12.295957 24.18432 36.32202 10.212408 5.36434 696.604528 394.701694 79.810699 57.772362 297.696177 43.087124 340.145124 333.300291 63.832786 141.300487 811.40789 376.42892
S457 1301.50862 808.082301 29.532955 193.109078 14.731975 80.603845 60.056586 46.63724 59.794044 15.575807 57.561078 24.996351 35.111283 29.319523 22.624104 116.184171 77.710801 15.89576 6.894629 15.103249 18.365525 27.760245 11.125813 27.792799 32.027165 14.417308 6.999189 698.716974 471.886963 100.322217 80.3219 320.154339 56.828581 413.030235 414.155067 101.757351 189.834509 819.701122 429.187162
S459 1369.03477 862.003545 29.722274 187.494048 18.51498 86.389708 60.719246 46.37697 64.651727 14.128147 49.253592 22.173535 48.831871 46.575984 21.811997 105.713388 71.108302 13.455407 6.308912 18.998754 21.346548 36.95382 14.154374 28.481261 35.955765 8.093075 6.74547 785.798878 373.022335 144.572989 107.97482 277.278369 84.269011 336.03081 323.046044 115.667552 171.336365 880.323815 351.099404
S465 1574.84147 906.773342 21.185176 202.586068 20.523582 100.906358 60.580836 41.116193 59.828162 12.153108 57.709758 23.449454 40.072164 53.48039 20.276929 119.908009 64.419217 14.011828 5.354899 17.508373 15.650794 33.30427 13.013375 23.868498 33.00358 8.539844 5.280302 741.98559 420.890584 78.76405 46.262856 282.424671 41.344377 346.981713 333.552391 54.355707 106.498017 873.03087 369.981061
S467 1181.87955 729.983707 32.237673 208.991122 18.511479 87.945097 42.155603 49.299188 58.37736 15.156049 66.302117 18.747734 41.933043 31.611782 24.076364 93.250493 76.470817 12.098903 5.626869 16.781176 17.18387 36.356246 8.285888 27.360977 37.413997 12.311475 9.140772 691.974463 491.943419 88.066556 99.766581 358.662776 70.424252 426.881203 453.789965 123.414891 220.170372 803.782812 457.051218
S473 1317.37951 722.915002 27.556298 200.664338 13.634637 89.298568 54.128352 42.822324 54.876172 13.995652 59.916052 26.004756 33.452208 29.109473 19.623581 97.007785 82.98993 9.887978 5.465393 18.13063 16.584829 31.551833 6.389349 22.16131 41.83006 10.421451 5.154734 684.652026 459.529486 108.984298 118.927285 312.692566 78.425489 377.989189 417.263125 134.380521 268.165284 804.634791 426.821577
S482 1580.74227 864.046479 28.717861 189.664335 16.07948 108.161321 59.432096 50.974902 62.838681 13.122705 50.143272 17.892994 37.569785 46.232831 21.526531 135.628465 71.285047 18.324213 6.173965 13.32069 18.88108 32.016272 9.118217 20.227212 38.96935 10.61949 6.342171 719.514848 397.553188 76.468229 61.605219 291.231541 44.99366 355.309716 356.221893 65.704195 132.229555 846.415069 370.119031
S484 1649.9428 921.852644 25.092556 200.867024 16.253561 115.312297 57.27889 48.697724 67.03258 10.987825 58.370087 17.303634 41.731924 49.921651 25.321339 128.662776 66.039617 14.742544 6.510971 17.170715 16.088931 31.098928 8.352855 24.038181 30.102918 8.296795 6.670626 724.752309 381.151969 71.089281 44.689454 289.871908 40.837965 321.937681 331.296537 54.809189 104.764797 857.733019 358.74135
S489 1548.24732 872.482436 22.751741 197.851551 16.944365 96.579518 61.423087 46.866563 59.196429 14.418566 51.341738 21.657528 42.555698 38.805047 19.917185 125.972008 68.110204 15.475926 6.220298 14.558197 16.325322 30.519131 8.767578 25.207438 31.535857 8.670963 5.380646 722.285316 418.787341 76.714129 67.386803 300.162518 49.905743 361.878488 362.822923 67.109729 151.563064 827.484388 371.535084
S492 620.624011 359.996238 28.301283 182.579462 22.84232 90.318655 43.061022 53.582133 70.256875 20.727356 73.992258 24.539854 37.441858 13.344536 26.993083 62.143871 123.467952 12.083699 8.259385 17.441721 16.945499 38.231422 5.688838 16.773938 34.455773 16.817581 10.471575 618.656936 737.813014 98.541752 126.822647 464.152303 77.460499 639.874203 690.581706 131.142157 221.977736 702.516951 704.495756
S496 1197.95067 672.28923 25.352116 194.632566 23.306443 87.306858 66.902555 40.331985 56.562702 16.401602 66.079442 23.753547 42.177465 39.314313 22.114296 103.127703 90.419927 11.780705 6.743792 14.795063 13.804943 33.374773 7.911093 25.380174 34.162037 13.219339 11.26943 694.013788 536.78714 81.405641 68.752592 384.703225 53.282696 449.80335 475.280174 87.521036 153.473355 780.852545 539.077543
S497 1577.25161 995.782424 30.072455 213.408075 20.348193 89.802597 58.913854 42.173704 57.76069 13.156891 47.76119 17.590292 43.27329 48.460351 18.770819 130.968565 62.225628 14.301034 9.871162 17.829068 17.082576 30.914553 9.77776 25.498189 28.425502 10.101393 5.54185 789.171068 359.154909 85.313845 54.546495 268.904965 48.140343 309.891205 321.493961 61.637481 119.586076 852.037651 338.476168
S499 734.936527 574.184131 26.113453 133.257715 12.40279 64.362131 29.342662 34.36366 40.344084 14.984939 47.422149 19.983327 26.733315 17.800181 23.123685 62.815635 76.228058 7.533142 6.16608 12.448126 13.838938 24.019937 6.276359 17.986167 30.472707 8.900696 5.743444 517.460874 391.423445 257.62756 449.43721 302.768573 217.152264 347.76156 366.024026 457.227208 921.604041 571.228719 373.918342
3 1123.42117 707.239201 22.038067 215.256904 16.886515 101.690403 43.213134 45.997245 60.589268 21.199831 57.731237 23.472119 38.639479 31.390352 23.257481 94.860224 88.27099 10.817038 4.252015 15.717062 17.693881 32.289103 9.273182 21.364188 33.547056 9.684483 6.508005 733.437742 470.356776 112.966188 128.132166 324.832127 84.097592 414.813006 421.981847 142.988079 256.048177 825.580494 453.884037
162 643.913653 1237.34179 17.408909 95.578314 12.270302 46.465562 19.707295 18.538277 29.435256 13.974473 31.818235 11.975917 22.547025 15.551204 16.445997 51.111232 48.80858 11.682576 2.726181 12.184569 7.89503 17.419164 5.810328 13.293355 19.056259 5.854279 6.105413 366.845003 263.371535 383.977084 547.499659 203.742186 295.461136 258.65274 255.255395 584.911449 1002.77178 371.06444 276.946275
361 1048.93183 623.830604 28.199185 197.56379 16.983584 85.018582 44.994938 44.416416 57.254481 16.210949 62.567304 27.261838 39.039631 22.955626 23.542905 90.636013 86.340041 15.166825 4.038718 19.497276 18.31371 35.331467 7.033344 23.255713 32.88695 13.971752 7.353742 715.32083 492.478552 119.150254 161.281187 345.035517 99.378751 442.290614 446.538662 173.737475 325.902892 764.074729 467.631198
378 1015.99063 647.050161 26.620187 189.938285 14.649719 92.029311 39.124051 40.025277 57.295872 14.408337 56.245993 24.268093 36.240004 19.223609 23.664954 84.600287 79.033381 11.20065 7.897514 17.301337 15.840596 31.256738 5.440877 22.703522 29.450358 13.58084 5.745577 624.591979 444.955062 165.563795 250.376167 326.798415 139.067097 397.683127 425.585158 258.432737 474.742296 688.123588 428.672268
617 1301.3571 1084.634 25.991783 183.651806 17.326263 86.907668 59.359645 45.912209 61.940061 14.31482 40.663876 23.688143 41.507399 29.336452 20.463699 111.242457 62.189402 11.654717 6.522324 15.348077 13.798684 31.276659 10.22517 25.646337 36.451784 11.077073 5.175892 698.708803 381.947846 124.162502 134.461673 258.799291 87.067936 315.165855 319.569666 141.398091 245.407716 811.743474 349.321506
697 984.159146 664.20221 31.42462 195.257822 15.631344 77.387214 51.391351 47.965678 61.952056 16.078119 59.682136 21.851856 41.415045 29.296683 21.574838 90.626421 98.006064 15.45884 7.099721 15.298291 17.044575 36.402003 7.902535 24.331399 30.538516 11.291979 7.599723 680.249546 549.562117 104.283465 112.149348 423.475702 72.137114 504.990942 511.04034 126.612205 191.724449 775.141175 513.181264
734 762.542687 428.813282 31.675002 200.679828 13.20668 77.656656 48.882233 40.375573 65.441461 17.977416 73.956771 23.338658 36.200763 16.710588 24.774742 79.516512 111.27527 14.391052 7.918868 21.934627 15.347538 37.488221 4.498527 17.431851 41.998758 12.299386 10.812682 622.447628 679.87047 88.018977 107.810151 448.212747 62.105698 639.522975 634.298934 107.37792 203.332165 737.19112 678.083445
863 1205.25758 739.212172 25.541887 181.76093 13.619368 97.25177 48.058778 40.911515 55.885897 16.305901 57.47325 26.957084 38.200695 28.4324 25.035636 111.637438 80.39188 11.962946 7.206285 15.112726 20.291772 36.355016 7.986747 24.89872 39.406869 11.209656 6.949675 700.576868 470.407734 97.720603 111.764001 333.77658 65.467834 408.331495 435.774141 130.358381 261.985739 801.790185 454.149711
894 1387.28488 1055.84464 26.24258 189.423266 18.010229 90.25054 47.910193 46.349434 60.466872 11.079047 45.658675 23.075944 39.184634 27.168188 23.206942 111.206421 65.109147 12.543086 5.839137 13.66972 17.85063 28.67236 8.84672 23.350737 32.66256 8.414486 6.414168 709.313819 359.048042 128.941703 107.242572 261.154693 77.026952 318.721233 309.269988 128.658429 239.844827 840.079403 340.380948
916 1133.31542 681.728352 27.978158 204.447047 15.645137 85.280585 45.762345 53.580308 62.289703 18.005916 64.737374 21.435699 37.837696 28.019766 28.622036 101.009494 83.339852 14.33539 5.48709 15.276292 16.468131 34.146132 6.822686 21.780045 35.21252 11.462449 7.634857 685.458977 519.091091 100.003617 112.691796 368.203741 75.486596 477.578124 478.617977 115.565665 217.288425 750.853799 482.917571
951 551.118968 351.398649 27.813677 168.965461 19.415552 69.971512 36.71189 39.730939 54.541702 24.741331 61.512304 22.821388 30.976228 12.917026 23.117305 49.462755 95.500705 12.096042 4.812676 14.820065 13.294468 37.055285 4.580335 17.79866 31.247761 15.911059 10.019782 573.506161 612.315528 180.017557 277.136585 392.330755 147.141186 549.392527 594.691934 316.373637 609.643712 622.95345 567.561323
1074 338.706882 562.189432 14.280933 54.0068 3.90613 23.691207 11.720647 15.477129 20.127439 8.255671 24.738332 6.406005 10.019905 8.644319 7.015063 23.631721 49.402527 5.170914 2.433847 4.594067 4.400033 8.718237 2.167882 7.736273 15.771156 4.976232 4.153628 200.444241 199.946072 446.610655 874.807523 184.656108 455.356745 213.791105 230.091938 925.791628 1864.42471 212.088321 195.066418
1365 990.13611 648.104637 35.255228 203.170995 14.054444 80.815597 44.188192 46.229476 51.737799 19.80458 57.164063 18.123668 46.405782 23.423741 20.681809 82.415795 90.217354 11.476373 5.345201 19.120517 18.052682 34.514038 7.065791 22.35686 34.931104 11.089658 8.42128 679.368648 531.021358 103.838921 145.41337 373.765721 87.183209 491.518998 489.22477 131.81705 270.151858 786.223292 511.587894
1539 1201.5627 960.778938 31.044354 179.294348 16.705511 83.249358 37.341667 51.696321 63.519335 11.703901 49.802833 26.854741 38.720148 25.137871 23.615249 98.699773 68.912409 15.017767 5.906905 15.533227 16.407979 33.93844 8.80936 20.615037 26.613371 9.818003 5.075483 770.543826 369.480219 184.567054 154.838119 259.439546 124.051062 318.674717 317.289672 180.867478 236.608166 838.10436 364.578618
1654 1083.65541 697.187716 28.463938 204.382744 16.508828 83.557598 48.083185 42.845129 66.411399 15.908684 51.897131 22.628744 37.634506 27.469651 22.007193 107.506521 88.484998 13.165248 4.283935 18.314881 15.630617 28.223644 9.169789 28.396006 30.465755 11.777182 7.970122 698.899199 501.816476 105.553556 126.164049 374.467077 77.436097 434.377644 466.766798 127.963695 250.059391 795.684974 474.198327
1671 875.068974 570.319362 32.89961 194.376501 15.088018 83.267176 36.273858 38.408644 60.381414 15.136651 57.363183 23.225097 35.927539 25.639498 19.506594 73.401237 97.800768 9.80689 7.127475 16.689328 15.283448 36.497455 6.231315 28.007661 30.702302 19.186401 7.669381 649.278944 512.656694 128.071349 199.470768 368.857277 109.256673 445.511184 492.653025 201.95736 432.820678 770.833178 502.764958
1674 585.21609 374.552129 26.500974 162.865586 17.722585 66.13848 25.431511 37.116671 47.666121 17.875011 53.020099 21.083265 28.173398 16.491447 20.999741 53.017101 140.157671 9.272489 5.432095 16.851039 14.145064 30.428564 7.825894 17.708793 37.115676 24.671076 13.327715 513.764075 687.755147 109.622615 134.690102 585.920957 83.187618 790.621329 827.379526 145.652867 249.81216 535.591867 710.613315
1949 593.565509 287.457164 31.652747 187.471609 14.500953 64.720914 43.694572 43.916956 71.073782 17.88615 68.841726 24.580723 35.157621 12.000895 24.630588 62.530384 125.745163 13.48538 7.590707 17.136333 16.579814 40.714295 7.23376 20.46511 40.188093 20.201937 10.418494 621.496297 781.983842 88.349098 97.355681 508.997786 62.627878 689.086146 744.053096 122.914248 216.048269 678.566477 730.497653
2057 1333.13282 804.346816 24.875412 207.099465 14.714308 97.650802 58.768432 49.767324 57.937436 12.546001 61.000984 22.879386 42.947381 24.753716 22.87977 109.074268 78.89478 15.795202 5.00784 14.457002 16.523301 31.608885 17.214456 28.769578 34.063828 13.397173 6.508866 721.898624 465.765869 91.988423 71.961316 324.657912 50.327116 400.081451 414.062553 84.709513 153.920201 839.843006 419.58665
2137 749.549342 414.333501 37.468333 216.044147 15.538795 79.98445 35.367353 55.395426 76.44594 21.958044 83.296396 28.081224 44.059462 15.213219 31.053002 75.923859 112.055668 15.41822 7.96594 19.527869 21.073478 42.473524 6.407978 19.832042 41.336527 15.839766 10.518678 754.689891 686.002797 66.911294 55.906868 471.963684 42.27754 599.079944 620.037183 62.233218 87.394426 845.145816 661.613016
2264 1040.44925 678.795764 24.901669 180.887152 16.624794 90.378598 45.016474 44.805084 58.338287 17.727031 61.342045 20.833969 40.573854 22.156659 19.773402 89.727993 79.111096 15.589212 6.992737 19.752543 15.870693 39.788108 7.971768 21.884606 32.702031 11.79744 9.670494 684.297047 526.659581 107.607702 144.313845 374.709337 81.398658 470.441329 467.953041 129.512337 272.39424 771.732244 500.93574
2268 598.049844 603.155918 29.869131 135.0443 7.9872 61.345659 25.105457 31.53857 42.721742 13.380447 52.554277 19.67018 21.318953 11.413992 17.918697 49.700132 130.939066 8.315896 3.609096 11.726988 9.116118 23.315015 4.063736 14.29391 26.402628 15.588489 10.958631 454.647628 608.786603 175.898135 201.427077 536.382722 150.319413 673.076619 701.602383 244.57546 448.726273 459.231703 611.639768
2664 1514.09077 885.479707 25.874598 212.531713 14.341941 99.597047 49.615383 50.722755 63.623553 15.799268 55.187344 20.424429 37.616982 53.813025 19.099692 117.918642 69.001825 15.521268 6.250293 16.86011 18.345481 34.242893 9.675726 25.325607 31.138084 9.571936 6.39216 751.016325 430.193125 73.076259 49.706734 287.52993 39.208747 349.149497 347.768142 53.970963 106.856016 893.143155 385.736723
2786 796.046544 443.176727 34.333151 229.176394 14.1791 93.643439 45.805006 48.786268 70.783594 20.58511 83.215048 32.859597 53.164518 18.926524 32.951058 79.120178 107.762165 18.366953 6.889707 21.676749 22.428144 43.743631 6.437997 23.69633 40.729517 14.931303 10.787288 766.320877 632.76753 80.528933 81.034536 461.989142 54.783061 551.619908 540.460342 82.644973 135.444786 858.037741 585.583996
2865 999.279525 608.354885 31.806046 200.58048 17.110552 85.438659 42.874511 50.482222 62.526948 16.833164 59.010501 25.896055 34.641475 31.583714 25.362591 77.668282 87.156281 10.885631 6.689433 14.062924 14.539477 32.588513 9.102446 22.449331 39.296755 10.283987 7.886959 678.57793 512.537108 128.431771 186.653414 359.999743 101.979352 431.100562 432.00499 203.939826 385.784026 724.321304 475.69649
2888 983.314927 635.482097 24.973278 199.653873 15.943673 76.094023 40.628472 53.893126 61.118004 17.055431 65.131355 22.165424 34.832733 19.870611 23.061773 93.961179 101.239318 13.6691 2.714344 16.573764 16.311125 30.487211 8.589218 20.91893 35.466769 11.922423 7.948887 663.407871 526.702029 110.234551 125.852367 388.169834 77.003759 502.675127 520.828276 148.403421 294.167083 756.675028 498.277454
2889 1226.50073 730.227001 29.46904 184.188912 18.356155 82.56359 50.955276 42.046912 58.806744 12.791049 56.917227 20.122197 37.076234 33.752765 24.126476 95.989332 75.764807 15.773782 5.096999 17.600815 14.513557 28.692153 10.563887 22.317653 33.618266 13.289671 8.866801 657.706993 503.099609 96.020764 113.82792 361.360064 72.216342 405.345431 440.886963 124.349474 265.851319 809.74752 445.017431
2950 827.698381 609.713635 21.530647 154.968829 15.730094 64.775036 36.025539 37.380164 46.323902 17.048539 45.528351 18.982407 30.264153 16.594315 15.695605 74.409319 71.447995 9.28347 3.757148 9.937004 13.072981 23.799329 8.613299 19.880936 29.166136 11.520476 4.919621 575.934546 450.197605 223.220067 346.396856 330.042375 185.114084 401.710813 411.215256 362.623288 705.93274 620.671199 394.29173
3465 923.036039 685.490896 28.128784 180.729559 16.947909 81.136426 33.569205 34.811047 57.012508 19.029479 63.797238 20.941321 34.986253 23.505593 21.28828 89.04338 92.207671 10.485764 4.72063 15.361596 21.34803 36.380992 7.836882 19.319009 37.455878 17.396373 7.662272 636.372003 521.800958 145.950191 159.716932 371.775004 107.720861 428.324414 506.313276 202.61278 348.845136 717.045861 515.31143
3473 1074.3579 660.046366 26.337544 209.099021 19.921527 88.441574 42.770185 37.875622 67.922528 12.63793 68.411161 18.944719 36.235163 23.089902 26.874359 98.023193 90.846997 10.517828 5.148722 16.338317 16.764296 29.306399 6.780445 23.655813 32.690444 15.225274 9.819598 677.917859 484.94849 100.632872 130.502036 375.798566 77.224057 461.674534 475.796934 131.415982 259.689584 799.844684 501.889442
3520 1323.4536 1141.51739 23.104319 188.640718 11.989081 92.498919 47.308844 47.425126 63.665673 17.994861 55.284179 18.169948 41.609613 25.983319 22.935416 108.738864 66.757804 11.979643 5.032429 12.629534 16.735607 26.876356 10.697221 24.027492 25.143006 10.272299 7.20847 695.504851 366.339389 122.485943 94.943743 274.861945 79.938844 321.749161 345.787849 105.365132 194.573432 827.167312 369.020538
3536 1071.96209 671.502711 23.749651 203.022328 14.782144 83.811171 39.766685 53.703465 58.400778 13.263951 52.988632 28.521997 40.809225 28.186048 25.396502 89.608892 86.189257 12.413784 5.138931 18.362051 21.373677 26.841985 8.778433 24.663929 30.2281 13.002749 7.306659 684.248046 500.325233 127.608001 145.519263 345.252116 105.192543 430.491501 451.813692 165.43791 313.61235 756.343737 465.797648
3567 1328.19506 1062.58884 21.283137 197.477402 18.129815 98.187304 41.177989 50.677764 56.609634 12.933989 48.877607 19.543454 39.812293 26.690772 21.726744 113.508648 62.042739 14.728267 5.541563 17.737765 16.458808 29.810358 6.329629 19.99615 29.980757 10.299165 5.011502 721.552223 367.47847 114.385291 107.498975 254.561368 83.676212 331.943717 326.653688 124.220464 253.506427 835.462736 349.121141
3591 807.050583 556.548981 22.23008 176.939166 12.51055 91.511742 31.888899 47.628842 64.804804 14.121438 58.366571 20.430953 34.517889 21.464193 24.41739 76.783753 80.021579 13.463393 8.253795 14.024843 17.303158 29.034308 8.452944 19.13653 31.835089 10.911394 7.018627 622.639584 502.595602 176.213027 253.3314 353.884678 141.501316 425.387575 468.482327 267.366187 536.152057 718.340908 478.851715
4113 479.018722 281.430261 109.286349 191.785351 16.853031 54.68045 25.271301 48.24121 57.247844 94.475621 116.792302 22.33939 31.905215 9.448951 21.009213 48.309848 169.702903 11.532415 6.4002 15.861304 16.003818 31.539653 6.127456 13.790989 97.655595 34.367239 27.278476 537.82344 863.945444 80.790941 59.904614 880.822551 53.253625 744.214964 682.539627 67.209301 86.531758 548.87481 601.15169
4159 454.963164 487.92936 14.094384 77.633599 6.3007 31.951904 16.743911 19.028144 28.476338 8.187328 25.933759 8.587459 14.683382 7.147247 9.56267 31.491087 50.375895 5.845139 2.105046 8.0983 8.505444 15.488566 3.967622 10.439001 16.088308 13.201459 4.92797 290.607004 278.609639 408.037715 786.079697 247.707103 366.412199 295.03818 310.301697 828.729297 1449.28736 314.991378 287.859405
4270 1361.07167 969.469562 29.081623 183.536521 20.670574 85.680124 50.41952 44.415199 62.483789 13.751707 47.969051 23.977608 40.959339 23.864095 25.385406 119.455639 67.290096 14.144989 6.507656 14.610761 16.397597 27.541947 11.713234 22.988736 32.276595 9.895383 7.668947 709.97787 395.266737 106.915711 89.700139 292.906412 70.748895 367.190945 363.659712 106.354152 203.795655 811.021415 394.652835
4286 820.730627 438.081111 36.223872 216.037027 24.20866 71.758235 48.29597 48.822162 68.887481 21.755313 68.68484 25.064952 47.893376 18.047159 33.063238 76.806987 112.739201 14.728514 5.901052 19.594008 17.38688 34.95343 6.967684 21.103138 32.919379 17.351893 10.778898 687.410274 660.11807 80.379764 77.756068 480.523256 55.923546 580.511948 613.545267 88.41008 172.752233 772.438731 616.863538
4302 461.350764 459.42492 14.30413 73.197709 4.641192 28.222229 17.615512 17.404217 22.043701 6.016431 22.344326 9.899727 17.904959 13.600715 8.855461 29.723044 31.552313 5.747905 1.155214 8.107554 4.362302 14.070305 3.401812 9.712429 13.680477 5.716526 2.280036 277.537442 184.70185 457.201312 859.201083 136.967667 402.379904 164.233963 171.858076 879.627137 1939.62394 283.848742 181.90085
