Recipient Egypt Ethiopia Western_Asia Russian_Caucasus Caucasus Iran South_Eastern_Europe Eastern_Europe Levant South_Asia IBS_Spain PJL_Pakistan GWD_Gambia ESN_Nigeria BEB_Bengal MSL_Sierra_Leone STU_Sri_Lanka ITU_India YRI_Nigeria LWK_Kenya TSI_Italy GIH_India
HG03117 102.208706 178.316718 9.091209 7.762757 5.026668 1.984229 4.230586 8.769421 6.157323 9.020474 42.007236 29.997415 617.491487 2592.78032 28.811109 644.124953 34.044365 33.193848 1934.94554 884.974206 37.281476 33.197828
HG03118 102.080786 166.230941 9.216803 8.531287 4.810659 1.603501 3.757936 9.318162 6.247514 8.384003 41.38082 30.798506 612.610021 2710.17668 27.767628 688.85315 33.347281 31.748925 1818.20329 860.602149 37.553915 32.193897
HG03120 109.172501 161.782166 7.994344 7.297917 4.663921 1.939444 3.794562 8.678452 5.282 8.914251 39.705863 28.15012 589.488062 2820.22452 26.40456 638.062679 30.872771 30.824593 1794.92303 863.150876 32.666993 31.424236
HG03121 97.073102 171.408025 8.498656 7.097397 4.805653 3.005191 3.910671 8.766623 5.877291 8.068507 36.086962 28.611322 578.948487 2910.57468 29.283428 640.295546 31.787492 31.336546 1740.37997 834.26105 33.374623 31.966632
HG03123 103.533326 179.674145 9.040513 9.026725 4.802051 2.840774 3.805888 9.417003 5.210839 8.754488 43.450046 30.11496 620.447396 2633.31547 28.624474 692.620804 34.333553 32.676528 1869.26859 855.77694 35.436865 33.246472
HG03124 115.080871 185.587976 9.391904 8.432494 5.686737 1.50162 3.786803 9.552057 6.703897 7.988212 42.140775 28.718743 626.976744 2550.59278 28.690652 680.845458 32.804108 33.291148 1947.84277 849.547521 38.022016 32.232582
HG03126 109.124829 176.495916 8.798943 7.64465 4.601391 2.380012 4.69334 9.59582 6.534244 7.898533 40.912737 28.903942 642.543328 2554.29646 25.834029 689.761192 33.32043 31.183729 1913.23093 884.195 32.004367 31.464023
HG03127 105.163997 181.721808 8.448909 8.130536 4.980401 1.881883 4.331889 9.558859 4.715905 8.286047 43.857043 31.591682 628.611619 2530.78272 28.259309 689.877123 32.475914 34.221693 1910.97678 911.114166 32.730491 33.699078
HG03129 115.58665 176.885371 8.68496 7.488434 4.717366 1.616291 4.246811 8.954233 5.545039 8.315771 43.156057 29.844444 628.006787 2474.22465 27.653843 731.609893 31.7115 32.097735 1933.63661 907.808305 33.38474 30.242368
HG03130 97.330583 176.705479 9.935278 8.024584 5.270759 1.604871 4.110303 9.313835 6.349165 8.230187 42.534536 30.473817 636.572147 2462.96874 29.000104 736.33292 39.076205 35.384777 1972.44127 866.876063 35.381837 31.500408
HG03132 114.03541 182.648758 9.039623 8.152421 6.137758 1.703546 3.836968 9.958932 3.976362 8.808876 44.594489 32.218632 686.642273 2325.83586 28.525237 733.704872 35.174884 33.541582 1954.23951 955.220203 35.235369 32.1863
HG03133 99.850639 169.84547 8.063906 7.885026 4.688303 1.46733 3.416026 8.526661 5.961045 7.426557 38.594558 27.597638 591.031387 2854.82991 26.912602 658.988713 31.579708 30.315778 1751.03862 853.762123 34.851184 28.78467
HG03135 129.053349 179.826348 10.659406 10.416738 5.492456 1.522945 3.915163 10.476691 5.801558 9.185315 45.370213 33.833502 673.284965 2367.0083 29.448555 692.367567 35.145625 33.453318 1967.3953 929.291255 37.845505 34.623795
HG03136 107.425456 174.519248 8.109092 8.630123 5.333883 2.492816 3.84755 9.400268 4.806934 7.579086 43.381175 29.764569 593.533604 2643.60741 28.532754 637.395176 35.044387 32.549607 1912.47791 889.777017 35.27359 31.936203
HG03139 108.363306 184.453474 8.840784 7.940856 4.605652 2.407212 3.382309 8.820959 6.517159 7.927434 41.247959 30.337596 647.998028 2660.962 28.145079 659.5839 33.310671 33.255998 1836.08546 863.755431 36.16491 31.31169
HG03157 112.505819 180.481932 9.665501 8.753246 5.174421 2.807773 3.66416 9.771589 4.787386 8.320723 42.808575 29.960344 598.096806 2610.12846 28.499181 692.030159 33.986887 33.772633 1909.73378 855.566848 33.547651 31.353984
HG03159 107.95071 201.840328 9.757221 8.485034 5.521801 2.053879 3.98526 9.862328 5.765357 9.31632 45.80929 33.131801 674.97501 2316.39985 30.615798 715.659447 35.710058 37.082662 1962.87015 951.443283 41.67568 35.506609
HG03160 111.495201 190.306211 8.913961 8.400596 5.154443 2.532913 3.966083 9.837526 4.852224 8.643196 45.112117 31.11063 656.249125 2384.47445 30.049435 719.829868 35.258406 37.048843 1961.07991 914.83772 40.760512 35.504479
HG03162 98.990767 168.434157 9.204579 7.275087 4.839855 2.623672 4.77428 8.80201 5.501768 8.548427 40.183998 29.173961 616.32156 2613.99351 27.823621 705.21524 32.349443 32.039984 1925.87548 837.509216 35.140159 30.797088
HG03163 91.761814 158.675249 9.432839 7.355415 4.733216 1.773336 3.323526 8.70284 5.775583 7.675532 42.151768 28.975273 558.005885 2785.53624 27.315057 644.023282 30.439665 29.234585 1872.42705 868.632227 31.519041 27.948439
HG03166 99.359541 156.37612 7.821555 7.32942 4.459584 2.642054 3.208652 8.819995 5.722664 7.904229 41.542338 28.115683 574.284402 2919.0069 25.023541 617.177425 31.096532 29.712021 1758.73001 856.785629 32.033577 28.265989
HG03168 111.626424 173.281716 9.389298 8.442741 5.093229 3.283619 4.54766 9.785482 7.967755 7.730681 41.958672 29.936207 636.782375 2460.23243 28.799822 696.064943 32.836789 34.408781 1972.14784 902.751079 34.958211 33.392114
HG03169 110.504111 179.731566 8.352481 8.542753 4.937443 2.375362 4.514544 10.478332 4.69723 8.629921 48.37422 30.895625 647.918852 2402.12095 29.343315 694.582733 33.648128 34.83016 2000.95933 909.824898 36.596388 33.559509
HG03172 98.27379 172.104655 8.847029 8.56431 5.389862 3.989494 3.618031 10.549852 5.613034 8.393783 46.41071 31.406532 659.961528 2309.71254 29.206658 740.350988 34.537691 34.756699 2034.01887 929.377462 36.21811 34.116229
HG03175 92.818018 159.138294 8.068147 8.060643 4.705451 2.306509 4.437147 9.092244 4.591975 8.329051 40.638765 30.0668 571.305858 2965.75398 27.463674 651.41405 30.615615 30.079187 1741.94542 793.188604 32.34883 29.049592
HG03189 105.433529 176.32592 8.744708 8.211027 4.996952 1.764801 3.651374 9.111688 3.964315 8.505063 40.717196 30.376232 623.019212 2636.71502 28.63893 685.843763 33.034045 31.932127 1893.13723 842.803423 35.391102 33.100199
HG03190 91.647097 171.185937 9.576779 7.626889 4.658658 1.624775 3.474127 8.286824 4.582949 7.645907 41.319503 29.301771 613.424361 2818.91636 26.393171 630.983362 31.476095 29.513463 1820.46216 828.68778 34.937806 29.692084
HG03193 99.122281 172.686297 8.931384 7.796191 4.638614 1.721971 3.583514 8.756992 6.322029 7.750828 37.131044 28.753879 571.517376 2759.55847 28.284734 642.869349 31.521374 32.428459 1888.01477 837.426798 34.718107 31.883395
HG03195 108.561634 196.172794 10.306678 9.218527 5.725402 2.053689 3.891099 10.259386 6.613881 8.582156 41.302581 31.404322 690.784691 2348.9585 31.564401 715.56242 34.601663 35.835171 1921.9065 960.363507 36.794092 34.954762
HG03196 105.28615 194.309416 9.019889 7.74034 5.692237 1.831448 3.613005 10.181107 5.563586 7.955577 45.022387 30.894779 621.011084 2420.6187 28.928793 728.090065 34.313365 34.898959 1972.69545 910.410844 35.369372 31.971307
HG03198 100.554658 172.118087 8.763386 8.094592 4.796299 1.782411 3.734893 8.441354 4.507685 8.169725 39.430202 29.06776 588.56843 2792.80186 27.915942 681.508444 31.113318 29.913733 1829.80315 809.91848 33.006292 31.407154
HG03199 105.253896 176.932334 9.569951 9.523172 5.435705 2.778623 3.842181 9.690236 6.363499 8.408948 40.995594 32.018051 658.265446 2448.361 30.172367 706.731886 33.742631 35.380486 1959.8764 894.13645 34.626771 33.312245
HG03202 106.463446 173.299962 9.157472 9.393865 5.184393 1.860808 3.811451 11.358262 7.155859 8.616884 43.539183 31.418481 614.883641 2604.1438 29.182194 653.09635 34.136491 33.548058 1914.82306 877.358569 40.324099 32.661539
HG03265 106.839625 184.179196 9.653905 8.388912 6.237782 3.461161 3.567981 9.820211 5.139179 8.720157 46.47434 30.38348 610.07389 2704.65524 28.493517 666.492598 34.624129 33.315767 1806.52086 870.694081 34.369497 33.312357
HG03267 103.429511 174.800822 9.10652 7.701082 5.267118 2.256394 3.686059 9.055383 4.443204 9.161753 41.118559 32.442192 649.993897 2658.49701 27.553965 669.531737 34.489821 33.059467 1854.57551 842.996615 39.000523 33.250724
HG03268 112.96984 160.649101 8.216209 6.885894 4.565153 2.164958 3.565179 8.274006 4.368351 7.175902 36.970974 28.171973 603.401981 2849.33376 26.382974 656.057205 30.097991 29.36382 1816.68442 788.703315 31.36248 30.052378
HG03270 104.970836 180.653489 9.372887 8.090286 5.08949 2.513785 3.716218 8.536872 4.829085 7.815319 42.29613 28.582646 628.567593 2774.55272 27.53506 652.562498 32.129159 32.385335 1799.46032 825.539008 35.363509 30.855619
HG03271 88.803218 149.919523 8.563479 8.996938 5.490201 3.532206 3.455645 9.487454 4.229064 7.710605 37.631853 28.795941 534.04784 3190.29177 25.797976 591.777707 29.785717 30.966598 1658.32171 767.729337 31.878299 28.204771
HG03279 111.725335 165.704089 8.433732 8.113243 4.787491 1.770648 3.87416 9.1264 5.254106 8.516941 43.405748 31.634353 633.248689 2683.75417 28.671614 672.084514 32.254459 31.982819 1849.39849 845.456377 34.237167 31.98333
HG03280 90.500699 167.760163 8.70548 7.343016 5.142427 1.344091 3.496051 7.866017 5.382722 7.350495 40.966485 28.083487 550.373584 3069.64055 28.211844 641.53676 29.636083 30.949551 1662.53099 797.145046 31.4653 29.987025
HG03291 101.030549 157.465399 8.802195 8.44649 4.773915 1.624713 3.235007 8.086079 4.999681 7.932376 38.092202 29.121409 567.380984 2922.08033 26.670405 646.840009 30.791203 31.483989 1787.1975 794.215614 34.438368 30.709448
HG03294 127.747156 211.833875 10.325684 9.262293 6.246768 4.562296 4.985169 10.695758 5.727985 10.068023 49.337136 34.656683 731.445507 1970.44153 32.860059 822.719534 37.5674 37.203545 2112.64047 934.622312 43.334875 37.133793
HG03295 106.165686 186.278566 9.737185 8.363519 5.446568 1.912734 3.775749 9.834892 4.753943 8.394051 44.156208 31.501725 634.032649 2475.95759 30.229419 692.650085 35.474276 33.655596 1968.55259 886.991027 33.974654 33.579148
HG03297 106.118537 173.500472 8.076108 7.753312 5.674063 2.731714 3.608801 9.380464 5.415652 8.206267 42.095695 29.950224 604.670795 2552.05261 28.758922 683.604275 33.837573 32.705743 1957.97214 881.149518 36.510793 31.644191
HG03298 97.114293 166.996605 8.170161 7.251953 4.651179 1.533186 3.504813 8.278876 4.004731 7.647589 38.015302 28.383013 572.019775 2917.92731 26.975095 683.879049 29.810946 31.159051 1750.75539 795.172135 32.896519 29.270898
HG03300 98.816608 150.427173 8.761281 6.969471 4.867887 2.570592 3.296204 7.935763 3.662801 7.481716 40.703741 27.564116 557.579792 3165.54176 25.523798 595.66451 29.676066 29.950226 1649.679 768.87411 30.764748 29.106492
HG03301 89.915967 152.714118 7.729139 6.700806 4.031526 1.580765 3.331531 7.835488 4.897349 6.721934 35.548773 25.583537 544.010358 3239.73631 24.192583 601.696828 27.787864 27.948288 1649.37054 725.435982 30.974531 27.673644
HG03303 99.455294 177.347639 9.129714 7.823448 4.939429 1.870958 3.748212 9.113327 5.65788 8.081344 41.268334 30.237452 615.320121 2619.0972 30.265279 675.1004 34.18718 33.506749 1862.67889 908.33613 36.971346 31.281534
HG03304 100.567098 176.411459 8.655993 7.90239 5.020953 1.630259 3.547021 9.222898 4.618407 8.429894 44.22072 29.857915 575.333879 2840.56633 29.050643 676.179963 31.685983 31.860763 1767.39675 823.307212 35.75866 34.192677
HG03311 87.784914 150.45441 7.28032 6.69863 4.465721 1.340565 3.570338 8.799209 3.488059 7.445306 34.095867 27.053329 528.575396 3177.10681 24.738972 612.5514 29.389177 29.48762 1696.41245 745.601601 31.142556 27.935225
HG03313 99.519374 170.704296 9.043969 7.921868 5.574462 2.817594 3.802799 9.464306 4.390373 8.426601 41.946056 30.184495 577.507912 2800.42455 27.136044 631.270505 33.10275 31.600085 1848.80545 836.438881 34.725493 30.610008
HG03342 88.331388 160.993248 8.694571 7.821986 4.509278 1.473722 4.029931 8.944352 5.576461 8.312416 37.883552 28.832384 634.960086 2843.41605 27.279311 643.333523 31.33405 31.855559 1807.58297 799.382737 31.861766 29.008514
HG03343 88.38929 144.983662 8.734707 6.362984 4.172754 1.627793 3.245925 6.994308 6.447777 7.33323 33.302662 24.999716 480.992011 3523.60566 22.906369 559.338591 26.664109 25.440916 1511.66307 701.54489 29.935684 26.731752
HG03351 98.671045 169.757374 9.223211 8.701702 5.375218 1.851472 3.638704 9.531833 4.13161 8.481111 40.256273 31.773913 599.087803 2646.20227 30.400596 678.604399 36.085969 33.169296 1868.65169 895.557806 34.736981 31.527574
HG03352 77.809591 136.194255 7.311472 6.674354 4.560885 1.99887 2.76315 7.843999 4.186383 7.197293 35.897191 24.569051 447.118775 3930.23998 23.76329 495.779386 27.333655 26.389751 1339.59496 584.596935 28.281384 25.313243
HG03354 102.13984 165.017691 7.768505 6.925578 4.21593 2.141545 3.554043 7.582993 6.994288 8.212281 40.492279 29.789067 582.638877 2902.05021 25.94679 619.319355 30.918263 29.210442 1755.17561 851.788014 33.421129 30.115131
HG03363 96.832866 172.523068 8.55486 8.358238 5.147232 1.885247 3.688733 9.94377 6.352603 8.971549 43.267474 31.238527 606.874848 2776.95403 29.685958 658.201948 33.860062 33.736404 1800.89761 841.183886 35.963507 31.29543
HG03366 93.582464 140.45634 8.007754 7.021516 4.498122 1.56887 3.31936 8.069477 3.31195 7.321995 36.789103 27.321271 487.903993 3415.90123 24.250313 579.20498 29.153385 28.880864 1571.24923 709.714166 29.94533 27.946143
HG03367 93.874208 159.986322 8.586139 7.393369 4.727752 1.685639 3.840732 8.638993 5.703893 7.957937 37.540918 27.107199 592.727633 2914.12836 26.557924 636.280975 31.430238 31.388446 1793.27093 791.557336 31.821778 29.211141
HG03369 113.695513 200.600433 9.482117 7.759275 5.183276 1.674636 3.897106 9.178188 4.598745 8.148754 44.567828 30.394783 642.904119 2435.45296 30.625898 706.254391 34.594124 34.837423 1904.30885 948.1255 35.735066 33.398878
HG03370 108.127007 155.007472 7.303104 6.599735 4.869633 1.559896 3.316589 7.589099 4.69335 6.987928 35.695215 28.771458 554.085028 3022.62666 25.879229 599.064263 29.643649 29.243876 1756.68316 796.345169 31.736214 29.59013
HG03372 88.834265 141.395291 7.33302 6.757674 4.749179 2.567477 2.963837 8.604201 3.91716 7.236621 36.953509 26.18631 518.005381 3495.00811 23.416863 555.338437 30.682564 27.211748 1510.4853 690.451518 29.861657 27.457732
HG03499 107.70432 178.048674 9.532858 9.091105 5.630928 1.908524 3.838594 11.451195 6.25264 7.897445 43.619743 30.375776 593.811583 2647.12612 29.436495 672.820701 32.618932 33.723255 1883.44693 863.348224 40.342659 33.391177
HG03511 114.228054 176.366665 8.749985 8.438513 5.156701 3.174119 3.895406 9.34609 5.339669 7.632731 43.338234 29.12657 589.09431 2659.26698 28.014451 681.573379 31.950709 32.041305 1862.95152 880.128282 35.739933 29.864266
HG03514 108.064484 170.553836 9.148608 7.692502 5.025512 1.621485 3.877673 9.948062 3.999185 8.588919 44.203644 32.482912 616.353312 2461.73092 27.929923 709.960995 34.057633 33.480048 2004.23531 880.753121 39.353057 32.356724
HG03515 108.294084 163.429737 7.878954 8.076158 5.135918 1.999962 3.570155 8.545882 4.34133 7.958052 42.081775 28.939354 584.945945 2832.19732 27.449736 653.841026 32.225035 32.494755 1784.41679 843.658682 33.390082 30.547141
HG03517 114.035851 169.692336 8.274409 7.594794 5.08166 1.837334 3.298059 9.088292 6.332752 8.195296 44.197999 30.244101 634.464542 2515.87344 27.60203 712.981187 33.189365 31.175344 1916.42779 897.635023 36.515279 31.68099
HG03518 106.18778 192.962876 9.613129 7.962064 4.825715 3.234794 4.002716 9.75475 5.83616 8.79438 44.980573 31.640233 639.042576 2440.20345 30.101412 713.679422 35.916797 37.158046 1980.16574 868.92284 38.025329 32.407073
HG03520 106.398529 199.901723 9.880167 9.114424 5.618823 2.497232 4.418824 10.59153 8.429941 9.109349 46.685163 30.486735 671.541116 2310.10101 29.8426 747.089045 34.658643 34.543726 1979.98807 924.79906 36.733736 32.988414
HG03521 106.781633 176.285835 10.101023 7.874058 5.161844 1.713237 3.574115 9.486957 5.815483 8.793505 41.273892 31.0417 588.650037 2825.76526 28.666427 654.635442 34.169517 31.480783 1764.94792 839.549245 35.421837 34.228113
GS000013755-ASM 479.411938 188.242828 225.955121 235.086807 107.939383 23.428814 229.84471 1041.5234 62.092619 94.787704 1334.954 470.114421 49.509749 28.241259 318.904704 24.898813 318.999686 308.026748 31.692162 37.558794 1226.37565 407.828549
GS000014324-ASM 485.028074 195.251782 235.067204 256.358241 108.346209 25.443829 199.873299 1067.50969 73.434208 104.70647 1344.8122 433.001722 41.200461 27.676449 314.271556 24.335977 281.595315 320.173999 29.935578 37.250479 1228.92997 411.215148
GS000014351-ASM 485.12092 175.238835 239.082864 263.000262 116.039356 26.731118 202.823364 1103.05743 81.112273 90.322004 1310.58397 436.672323 42.02496 25.84477 319.364223 22.754921 319.849223 325.792543 31.325082 36.732436 1188.59693 403.34804
GS000015869-ASM 485.842854 182.905987 240.885459 244.917298 117.158762 29.784069 224.171936 957.153748 77.689753 97.095833 1381.393 436.877309 43.268294 26.772175 302.637186 24.911081 322.208901 318.655761 30.833544 40.867076 1265.60945 393.778374
GS000016104-ASM 517.776937 184.891759 224.133247 262.192229 112.577824 28.394513 223.744841 1034.77215 65.994307 87.077202 1331.43269 429.984656 43.984406 26.48548 311.70516 25.142843 328.450879 294.50948 31.446038 37.065833 1246.30078 397.354612
GS000016888-ASM 480.384683 183.410125 268.479264 270.963363 105.586186 24.912774 236.611655 1118.60367 68.444377 96.565125 1271.93705 425.863631 41.78082 24.27887 298.452392 22.173784 306.200058 305.973324 28.462095 35.952808 1232.34422 398.037578
GS000016889-ASM 469.5963 170.902312 229.504378 253.174083 106.41383 25.896684 243.188682 1168.29148 63.555207 97.81575 1348.32956 435.455227 39.736233 25.573628 308.251122 22.731758 307.436592 314.397415 28.073708 34.245788 1156.77034 396.077781
GS000016890-ASM 503.409741 190.733176 248.844712 252.858495 110.515225 26.149306 218.151532 1085.87946 67.084458 87.200109 1329.5179 439.175133 43.054452 24.426166 303.975855 23.046523 293.745741 309.618958 28.480765 35.90705 1199.19644 424.446668
GS000016901-ASM 548.53502 232.089852 207.532309 261.381507 121.687726 25.377274 213.140874 749.669735 74.89424 93.220386 1424.99647 447.670138 49.799711 29.153071 303.865457 26.038573 312.195142 323.864563 31.665442 38.787731 1325.58311 404.269524
GS000016902-ASM 586.865977 211.691191 239.161691 257.764909 124.109013 22.528323 234.028353 877.043393 81.265883 96.883881 1304.02038 424.034137 47.912249 30.164278 326.877523 25.600138 333.266033 342.635925 33.354448 38.138457 1207.87302 400.198669
GS000016903-ASM 429.320692 164.691025 235.539939 233.822467 107.732337 25.752803 228.038827 1223.10443 55.225898 96.823585 1324.67447 431.745196 42.073366 27.189948 315.72562 21.564196 292.360815 319.501112 28.172297 32.771342 1209.18132 400.406191
GS000016904-ASM 455.45391 161.830406 237.380876 247.175245 109.459233 24.949728 227.750095 1234.74546 65.964221 84.207306 1326.76039 441.240156 42.995762 26.347223 294.285641 23.145039 274.480198 282.122716 29.317006 32.460549 1211.26309 412.083598
GS000016905-ASM 444.612426 170.690311 236.887641 241.838656 102.754515 25.536004 224.838189 1266.43557 67.632199 88.941035 1316.29159 427.218019 36.002824 24.181715 302.100033 24.940576 303.436922 317.569308 26.32631 31.530979 1181.43348 384.219551
GS000016919-ASM 435.983214 162.249592 277.498647 241.759046 99.394523 23.640773 206.495918 1066.06989 66.495307 87.756666 1387.2218 451.099264 43.116601 26.385646 315.101119 23.254272 314.239184 319.444475 29.598826 34.903144 1223.32071 410.389242
GS000017199-ASM 424.0397 157.863259 246.077595 249.914608 118.137006 27.156725 225.610793 1214.6928 60.521222 100.090725 1346.35961 436.958733 41.103766 25.774038 310.92307 23.91437 288.567607 304.834922 28.808265 32.085027 1180.84182 401.142202
GS000017206-ASM 425.148227 162.457836 283.361859 257.860057 101.254079 27.064808 223.279052 1190.80249 64.009474 99.150305 1309.396 433.459594 40.862515 26.262891 331.327406 22.227916 291.146564 315.294729 29.291606 37.99101 1160.8731 412.896343
GS000017208-ASM 444.941461 180.741318 279.899734 235.388547 114.183605 25.038868 200.818373 941.862075 65.898345 96.837547 1430.28626 449.481216 46.124529 26.816906 322.90107 24.614895 289.841092 304.683635 30.645244 35.761433 1284.50312 414.148598
GS000017209-ASM 409.807347 143.899599 261.300822 259.032962 113.97425 17.142529 209.922593 1251.56495 66.092434 86.604558 1374.14255 444.03507 38.673571 25.766094 318.10067 22.187793 287.503304 292.493438 27.722401 37.351479 1148.71144 409.388012
GS000017210-ASM 447.332395 173.183673 254.035043 236.746718 104.104651 29.064634 210.133313 1201.5603 56.601106 102.181688 1324.21957 437.605273 41.72643 27.604029 293.054695 23.790743 311.193442 304.553418 30.245038 32.719004 1194.99497 408.767734
GS000035027-ASM 420.309787 157.185714 223.9259 252.750889 97.657417 19.101434 215.731866 1371.34292 56.910326 86.100151 1327.00896 434.432411 38.013312 24.60333 296.437992 21.253564 289.258365 298.641304 28.240989 33.902081 1150.05113 402.558019
GS000035040-ASM 495.796947 184.690267 203.209403 262.890192 115.738769 29.319516 248.147672 1068.02428 72.549427 88.078817 1347.31662 422.258598 44.43923 25.81441 306.247085 24.441973 289.629079 310.333217 29.649222 38.442178 1238.17142 400.229539
GS000035121-ASM 492.949146 190.014389 245.097038 239.759254 109.79097 28.207635 217.674091 1066.40274 64.709446 93.694434 1316.01838 454.829138 43.706928 26.000572 328.347626 25.988697 304.766593 339.792693 30.013248 35.599826 1192.5361 399.518913
GS000035148-ASM 421.809847 157.182499 247.517766 254.798068 105.631983 23.248086 215.947663 1275.52735 73.897715 89.241654 1294.36172 425.235341 40.272359 24.405384 299.356145 22.94437 291.316067 305.860329 27.519549 31.992756 1232.39909 384.952129
GS000035174-ASM 483.82756 184.755475 236.5234 237.59099 105.431569 27.686823 243.29337 1058.37831 84.419836 90.886313 1291.35611 414.865765 41.393973 26.89764 320.979255 23.727497 322.269244 336.727858 31.535511 35.849093 1240.01481 407.007466
GS000035175-ASM 492.799469 202.874768 219.52443 289.594768 133.786278 27.481671 218.723262 1007.86831 79.967427 94.080156 1293.31396 438.767418 45.526348 27.328253 318.124848 25.590681 301.691335 322.448014 32.563856 39.310655 1197.87117 436.180792
GS000035176-ASM 472.07053 195.713576 247.801053 250.602338 116.361605 23.717628 233.703958 1054.62183 66.684643 106.822743 1339.28573 417.509187 45.993515 27.230376 321.155039 24.465376 306.889757 323.023371 31.57004 38.376436 1188.51381 413.305318
GS000035177-ASM 505.746354 190.606997 246.661278 259.869286 125.14269 22.601244 229.259241 1010.4968 86.468553 91.465699 1306.31998 452.882893 49.167498 28.685484 317.848995 28.010977 310.565111 318.719191 32.40073 36.911379 1189.16328 406.424202
GS000035178-ASM 568.214283 236.338476 237.728189 235.71006 114.949746 30.059533 184.224279 857.328076 86.43931 91.112808 1310.21003 446.711288 55.226209 34.006777 313.05724 32.828005 336.268398 341.594077 35.114585 44.366745 1237.96536 415.96438
GS000035238-ASM 496.412946 191.975417 238.695552 251.756928 111.661894 26.425762 236.712621 1004.62232 74.462911 92.290263 1334.29198 449.571539 44.556997 28.10022 333.199164 23.151918 307.384269 333.224157 30.580929 35.517547 1175.55421 425.268313
GS000035239-ASM 622.319148 242.771315 221.343475 255.135485 142.475093 31.684611 177.053305 760.664089 85.949973 103.026455 1219.30117 497.044416 44.786274 31.457744 332.721714 30.388858 350.843653 371.621667 32.85838 48.061014 1198.0687 445.841325
GS000035241-ASM 474.640149 175.784327 240.024853 251.114956 100.57417 25.372327 243.308185 1200.80556 64.530926 92.757693 1321.77403 412.816684 41.204355 27.715228 291.284129 25.969306 310.246798 306.579714 30.399723 38.497506 1160.35336 409.663884
1AJ68 1340.07623 742.728792 116.663761 197.706458 145.604986 27.76303 87.768838 207.148651 115.210184 81.102009 832.93645 372.18847 210.199072 152.05378 265.405945 126.208023 319.191508 329.532246 174.006228 212.491935 831.728181 357.70309
1AJ129 1145.48929 750.807914 136.744241 187.868943 141.655357 32.240613 91.936584 214.678956 108.949932 94.387165 799.253255 405.086458 222.480595 171.728891 274.709434 135.50675 333.043933 339.249954 183.447977 211.289493 885.679405 379.182718
1AJ136 1277.50147 958.631207 116.814421 182.013727 134.448975 30.36516 75.006595 176.356002 114.476451 84.277656 764.130713 335.238382 232.376085 171.120434 264.304214 142.673713 282.815527 306.981918 192.760078 252.121639 808.127463 342.876034
1AJ137 1147.16076 746.324964 131.340897 196.972527 143.674956 38.137992 91.429004 208.8481 114.64077 78.589749 826.200835 388.35348 223.825377 168.109259 279.072294 139.275188 333.271764 339.776367 189.837241 214.568141 861.279647 384.728547
1AJ143 1345.55923 739.355433 127.213225 192.139385 133.243907 35.087149 88.890199 207.313789 120.027281 81.782764 804.661058 372.28866 196.617058 155.862008 271.73915 125.921145 334.029089 348.865959 169.399639 200.633085 846.194499 348.594155
2AJ61 1273.49812 871.992682 119.968338 185.114982 132.890892 25.169458 90.869084 184.810028 106.621564 72.957716 779.009494 356.962872 229.062007 169.179685 263.65627 147.889405 303.354825 310.788941 203.782563 247.146264 823.919831 346.772829
2AJ63 1246.61476 743.821656 132.021953 194.4574 138.722737 33.06262 84.842469 202.754587 116.616249 80.947412 806.407697 382.213993 222.591008 162.100083 294.98635 142.694373 336.211736 346.477289 184.247006 205.166715 829.989069 358.470698
2AJ129 312.576934 156.742385 184.879916 157.161351 72.629794 20.856053 81.774121 171.120133 44.471455 223.205609 496.002057 1138.70155 43.744162 32.792139 760.397004 29.336641 904.526937 900.800565 35.497153 39.980126 481.249333 956.972458
2AJ136 1460.36043 704.08909 123.354012 185.343874 134.150099 34.120047 81.311823 177.377649 107.656833 79.535483 780.781869 365.50762 213.94254 168.077975 264.995336 138.912501 315.371606 324.947923 180.939411 203.689008 852.469194 348.483535
2AJ137 1523.90093 719.919956 124.346359 171.971967 139.365062 32.41116 80.968282 196.371777 102.913806 72.56498 766.307962 353.28117 215.779895 157.929531 250.971498 130.269601 309.012756 318.858151 193.315602 225.992507 826.888644 332.07626
2AJ139 1193.12721 803.509185 124.819989 190.22028 131.873751 24.913637 88.358912 193.8915 120.47552 78.353624 844.80518 377.883121 221.105143 167.525617 284.550116 137.004653 324.288986 330.638959 190.035065 229.179072 830.850068 358.008277
2AL34 1267.13409 767.349973 118.10124 186.735334 144.586557 35.134878 87.303134 197.963811 118.853648 83.360524 825.159513 370.383815 218.423212 158.757161 279.414421 138.607779 323.47433 312.603504 183.974685 216.298153 862.10822 349.689888
3AJ63 2061.67894 730.058767 107.078394 166.117941 123.204169 24.265795 68.055594 160.047671 91.356612 76.773974 668.867968 320.88901 205.965668 140.589239 223.904233 122.917579 277.002483 283.284796 169.202977 198.337885 725.116726 300.701437
3AJ68 1276.76936 760.545723 125.544775 200.016326 139.324727 38.836725 86.589588 204.980519 111.380103 82.238032 821.731643 369.352826 206.800912 176.878242 272.590347 130.519576 311.379112 318.02479 191.344912 217.978677 859.604935 342.986015
3AJ137 1266.36445 748.781208 133.389913 192.534501 133.661447 31.679045 92.382447 197.538012 118.449019 87.284632 852.304928 387.358661 205.988419 143.65508 283.460257 126.314905 331.563426 329.005033 178.665292 183.586758 846.157748 375.292686
