Recipient Egypt Ethiopia Western_Asia Russian_Caucasus Caucasus Iran South_Eastern_Europe Eastern_Europe Levant South_Asia IBS_Spain PJL_Pakistan GWD_Gambia ESN_Nigeria BEB_Bengal MSL_Sierra_Leone STU_Sri_Lanka ITU_India YRI_Nigeria LWK_Kenya TSI_Italy GIH_India
HG01626 700.277184 321.090292 161.337131 224.407913 136.179603 28.451478 126.548245 375.099334 96.246228 88.128822 1647.43126 419.224001 90.139034 47.031701 287.483495 50.158151 314.045315 316.561741 55.08984 65.375761 1296.87454 398.236787
HG01628 709.546618 347.151206 146.884931 211.771215 123.981608 25.251598 123.013674 348.620408 84.34891 82.077819 1689.42039 396.947256 140.767927 89.610799 275.679216 76.673668 288.330113 298.664619 100.391571 96.456667 1232.75519 357.072473
HG01630 689.603258 334.59254 143.913903 200.851492 134.47149 27.921471 134.64274 371.089129 92.861236 81.954621 1728.74371 393.868619 131.09742 65.732302 271.434847 64.698694 283.516514 308.007654 79.932632 86.261912 1249.53271 370.688966
HG01631 637.571434 270.875939 156.474909 220.15258 118.42147 29.288458 133.250215 435.895292 90.800399 90.695689 1791.14574 424.334317 68.107443 36.1659 288.101732 32.013209 304.158114 312.680422 42.149468 52.6779 1321.08226 389.374968
HG01632 623.258321 275.26617 155.408442 216.478418 115.993485 25.646238 128.527721 408.882315 80.430666 88.449621 1767.59082 421.28575 89.191011 42.224328 293.711186 39.234838 301.297269 312.505071 52.635703 57.326875 1364.18268 385.890935
HG01668 628.501698 276.833722 162.839834 212.793578 114.922768 23.294569 127.420854 400.283012 77.81306 88.988514 1817.47683 400.062575 104.946529 64.787768 295.955272 50.317615 296.280436 317.789548 67.317653 70.080677 1280.26274 366.448601
HG01669 588.10696 288.568872 151.887361 201.731462 117.804675 27.1771 122.067495 378.650257 83.758263 86.828081 1798.3748 399.166404 109.883426 86.557387 275.661535 68.365912 293.115928 294.029174 98.455695 121.164394 1292.35759 361.705076
HG01670 612.178979 259.216124 153.333052 206.410841 129.383349 21.432651 121.574503 403.67111 83.789725 83.315838 1892.77359 431.767208 74.874042 40.538834 281.690143 37.896515 301.121434 302.128653 47.778735 59.132595 1324.28364 377.126306
HG01672 614.88004 246.029974 169.493786 202.938382 140.071869 26.890552 130.165126 431.803845 72.859573 88.007857 1786.8894 400.907404 71.000945 39.931946 305.320982 35.280123 287.191035 309.895046 45.711362 54.142095 1382.85417 403.152349
HG01673 602.161966 253.364231 162.019316 193.649754 111.211345 21.612291 145.920712 411.918641 77.212208 79.67391 1957.35226 413.450892 76.190683 37.796176 302.128822 35.454053 292.71235 313.460441 41.834124 48.908999 1286.98564 380.399043
HG01675 561.537351 245.824183 148.300712 196.716599 120.74059 24.030981 109.193308 381.939712 70.443636 80.231076 2277.05769 381.488772 71.782712 33.694151 271.97902 34.530283 283.99095 281.87282 40.343661 49.936065 1230.23901 349.54457
HG01676 587.2305 245.382919 153.746309 211.394711 122.20343 23.751728 122.539627 394.606372 67.040571 91.329456 2188.56786 386.751859 66.309012 37.528291 264.46273 31.118299 274.723672 267.582279 38.307635 44.92047 1262.91786 363.002276
HG01678 593.944426 246.202418 146.217294 208.166561 110.342011 28.225996 131.701457 391.621921 70.291196 74.34637 2123.19552 394.13676 70.803291 37.633454 266.930963 34.00312 288.032879 285.237457 48.715081 47.937835 1293.14397 354.587882
HG01679 590.359038 257.890678 148.8291 211.576143 119.007545 25.506716 134.216558 402.320172 80.520126 84.637905 2004.02679 388.685335 79.81825 46.436644 274.970334 41.148316 276.061842 292.908294 50.240406 60.230811 1308.63391 367.392948
HG01680 606.101365 253.510373 159.861682 187.608089 110.726821 22.25627 126.214277 415.898439 78.875214 84.987025 2033.44619 400.193167 82.990602 41.222011 280.087644 35.335531 277.547007 307.790038 47.739042 51.462802 1270.32273 371.241556
HG01682 581.718531 241.964252 136.078279 207.969917 104.661818 24.403849 120.367056 416.998566 67.98293 82.58236 2116.09927 407.780467 65.176171 33.529119 287.489525 33.446606 268.979624 286.458894 42.595275 47.391884 1298.49209 373.251388
HG01684 579.618578 242.683085 154.524813 198.612126 109.556081 23.110049 140.568332 422.397788 76.17464 95.119575 2070.88623 387.631439 70.276175 36.816897 293.64841 31.575754 276.771119 293.111969 42.91891 49.497842 1283.01967 366.898392
HG01685 645.275202 271.923951 154.268973 219.077943 116.248814 33.115409 124.012082 421.63936 79.355557 93.865561 1729.99053 427.859281 105.698251 55.605731 284.54329 48.963573 302.492194 308.763383 59.136899 66.647483 1314.30413 382.630269
HG01686 620.274129 280.910478 169.594872 211.015362 117.988198 30.632187 130.514747 412.577602 77.710907 79.973698 1762.83055 400.100593 89.274737 53.340043 282.941131 41.58425 298.760009 311.282115 50.053052 62.338141 1341.99722 419.723842
HG01694 676.29737 337.819519 159.919269 206.552069 116.530168 23.053405 124.102811 370.484319 79.806831 75.896172 1695.40992 396.217624 118.978862 73.492484 280.189823 67.750221 301.737599 295.962815 92.652804 89.541798 1280.53852 382.483441
HG01695 626.339474 313.368099 136.710424 221.146216 121.064472 25.209583 127.821174 386.080338 74.732349 85.797465 1720.22495 411.011046 135.328381 77.862637 272.937286 74.027438 304.007597 300.662142 90.708614 83.84357 1294.01873 362.515872
HG01697 624.780171 282.052783 164.25378 205.594632 119.592747 25.039981 114.604388 364.749755 78.530118 75.001358 1894.84704 403.380962 103.863021 55.538813 289.638738 51.026132 300.038488 307.941562 63.762774 62.260589 1284.59171 374.328325
HG01699 617.293436 282.686182 159.454977 197.481723 125.002188 27.842892 136.105785 399.205467 82.876816 83.180781 1900.08944 389.22771 96.661977 50.654377 278.416951 53.926 300.480778 303.151627 61.660848 62.536258 1278.3203 359.161356
HG01700 462.082725 197.066576 130.075123 164.259177 93.445784 20.938963 114.928127 372.129458 77.337256 78.447433 2667.03309 370.80411 56.333831 27.282237 256.200424 25.646925 246.643464 255.810889 31.574967 38.09124 1234.2055 325.080555
HG01702 486.922421 191.78147 143.874776 175.465994 90.115807 22.974053 104.88489 372.130763 64.898282 68.682164 2715.12403 325.850397 49.674401 27.658849 244.681501 24.634024 254.862141 264.099619 30.173864 38.372133 1222.99119 325.565105
HG01704 652.405698 273.942677 161.911432 200.542783 117.466026 25.872169 114.969458 432.313296 86.403509 86.073474 1704.16915 409.638011 107.454546 60.743805 288.463187 54.944164 289.605452 324.300291 69.702926 67.827566 1337.20606 379.46217
HG01705 651.027433 294.910944 166.485861 209.920122 123.231729 26.667359 131.970683 394.222282 82.619866 79.351005 1770.82624 407.324931 91.009226 51.484794 281.428572 47.548191 311.214154 306.98406 60.758415 61.003537 1307.77378 387.654669
HG01707 645.948647 279.962915 149.083932 215.99562 108.798323 24.464349 133.896658 418.642897 75.776744 83.260796 1743.3862 417.022895 92.358299 44.840156 288.288803 46.2777 309.933684 306.904733 54.732081 64.92919 1368.05326 372.859971
HG01708 639.65698 270.603402 151.751021 220.90054 112.220889 22.78863 130.882324 438.712572 77.700549 90.77964 1790.51474 425.822156 94.314746 48.80924 280.084558 45.871196 293.626741 308.51388 54.070795 55.958862 1315.23094 376.603461
HG01709 637.065018 272.185837 160.918721 209.842501 119.243377 32.583448 127.727123 405.553202 76.127896 80.079739 1812.45741 408.836045 97.680311 52.609686 281.663187 50.850917 296.126589 302.408686 63.558066 71.507809 1292.55213 393.84017
HG01710 624.875039 264.895141 172.087724 209.904295 131.3312 26.767265 138.981924 427.21387 78.342874 83.835876 1743.9864 413.139049 100.084468 45.875972 291.145829 49.783482 287.757356 324.404418 58.574486 67.351343 1341.2645 363.81535
HG01746 618.216517 254.053072 165.333037 188.929635 121.579857 21.43018 130.995547 418.853943 75.079422 82.010288 2011.71808 387.1241 66.021006 38.361662 280.656229 37.364179 293.427318 290.182171 48.990056 55.696155 1305.57126 353.824154
HG01747 592.708083 252.690239 149.438809 189.853941 115.403033 31.79138 122.410134 416.713133 81.232376 88.007648 2045.08026 376.844739 79.196744 41.432733 275.33649 39.003807 292.103542 288.73991 51.948583 54.557185 1266.57486 394.350222
HG01756 620.931431 270.449026 164.059234 205.690218 120.669549 21.143167 114.856299 370.188805 82.503983 91.52236 2024.4159 395.900628 81.474484 45.019745 279.1616 43.457949 285.727746 289.755178 51.476793 54.996885 1269.62274 362.394142
HG01757 616.491346 294.715105 139.986136 199.134254 109.583915 24.559536 120.78281 403.925789 86.223941 85.799441 1933.65338 396.726319 92.258037 60.485912 286.230005 49.408531 290.829837 298.583686 62.595641 63.270278 1266.64526 363.52869
HG01761 596.810056 241.814012 180.393882 216.517105 117.825881 24.67186 120.104761 424.694613 77.966322 85.015063 1970.32786 386.716447 75.04496 43.518349 282.183681 40.443873 302.685309 283.09876 50.711992 56.060479 1306.22367 362.588917
HG01762 603.25059 238.277059 162.583048 208.533554 114.039368 27.310467 136.270623 417.155149 80.796734 81.860968 1924.27259 396.708828 72.903611 39.446468 293.381103 37.447942 280.106728 308.65604 44.757895 53.717789 1361.63386 362.307447
HG01765 577.852534 264.971912 158.535566 201.916874 109.669368 22.214289 127.666064 414.268599 76.80955 91.974064 2065.17773 391.823093 81.990603 46.635093 268.83586 39.837344 287.493452 283.015838 52.452495 55.282815 1245.05318 381.941536
HG01766 608.50454 271.575205 144.244328 200.66011 115.813012 29.2613 117.934393 368.900942 82.465199 83.479001 2081.0347 396.28307 90.400847 49.887228 278.799169 44.25634 283.583689 293.726658 53.644705 61.908358 1238.06843 350.98664
HG01767 643.623915 274.395099 148.056411 187.470551 111.667275 32.434277 126.039442 396.342201 75.385065 83.984907 1896.10079 395.742806 93.777586 53.023532 274.74358 47.662398 306.55754 309.035769 60.437452 68.428102 1284.60805 375.901107
HG01768 629.945759 281.066072 150.107991 203.734966 110.337201 25.296511 109.516956 404.143555 90.106388 77.325755 1876.79461 410.399643 97.840929 58.516119 285.616623 51.888126 296.526051 305.405928 56.814888 62.410583 1287.0262 374.597015
HG01770 561.220864 254.301192 170.817342 200.379448 108.346279 30.134468 125.689193 409.826513 78.579304 82.25207 2039.42083 395.869979 92.90633 46.899905 280.631678 44.179187 275.156066 307.669684 49.186263 52.437659 1278.28233 361.231275
HG01771 598.241364 234.763326 157.187389 195.771629 126.053796 29.951307 119.358594 399.137206 76.526944 80.042379 2061.46277 399.196771 74.734532 36.944973 275.516488 36.081448 267.233312 293.655351 45.819198 48.596139 1325.09167 364.051277
HG01773 589.406752 240.793699 161.339362 218.996989 127.941688 25.596451 122.417951 431.022395 76.554223 79.119455 1966.07737 403.506298 72.339726 37.786065 274.004538 34.324992 296.007024 292.946628 44.178963 47.964692 1331.06265 372.029948
HG01775 602.298177 249.764003 149.726093 212.92484 108.319129 24.343165 121.819636 440.727646 79.558912 82.329953 1980.69439 387.552427 72.084451 36.99134 284.984393 36.2691 301.713406 298.156182 42.581889 50.048697 1308.50823 374.021803
HG01776 570.026805 227.729885 159.080985 213.710045 113.459511 22.316103 120.217073 399.68856 80.877568 83.650885 2061.89042 399.045533 75.10881 34.796661 284.527597 38.575644 310.184625 294.191896 37.51693 46.49043 1305.64181 366.690072
HG01777 598.966119 253.336883 139.187837 215.319368 111.531667 27.592107 131.366612 426.122551 88.229466 75.692286 2025.502 383.967425 66.70589 35.230242 294.259217 34.231406 286.350717 292.903673 44.379064 49.280811 1296.59264 368.669882
HG01779 563.59306 228.68888 167.351765 192.753801 114.014963 23.502666 127.914615 432.749159 86.658293 85.270892 2005.24852 411.858854 68.975011 39.043804 278.85276 33.475021 289.341148 298.418005 41.367852 49.875157 1320.95584 385.50781
HG01781 596.646032 253.050801 148.593443 204.906304 117.661865 22.117348 133.140319 425.957501 83.294461 85.527449 1999.37057 415.303416 69.619102 41.122787 285.646664 39.466502 282.806619 288.118827 47.775682 55.237013 1268.75494 381.300222
HG01783 595.737147 274.142235 169.967603 207.016337 116.657423 23.047496 126.421514 412.016627 77.905683 82.291899 1863.23811 419.137008 92.162512 48.743443 286.63606 45.563668 296.145555 295.054106 58.429127 59.620557 1293.84109 401.642659
HG01784 614.747562 275.969408 151.547474 204.312351 111.373694 22.311993 134.312851 388.596323 80.722912 86.340242 1897.01175 411.345535 87.427882 46.256313 278.642654 44.02938 281.567458 309.678742 55.581905 57.076395 1331.61018 374.954861
HG01785 582.852583 244.954706 157.076077 224.743636 111.729636 24.18423 137.726579 450.921841 71.918432 83.611363 1914.03352 431.52761 64.674837 35.619223 288.258492 32.555719 309.897141 308.116811 37.807449 46.39436 1311.26449 375.549135
HG01786 625.589387 254.526377 167.581732 220.137499 127.274672 26.046226 126.488435 425.514533 72.445531 88.53021 1871.73164 402.603585 59.485939 35.024891 289.476051 33.687099 305.106675 326.09847 41.29504 46.3124 1323.17296 377.288498
HG02219 633.10222 244.836242 174.000373 215.589051 113.104238 22.778507 129.159655 438.252316 79.202816 82.223661 1841.06002 423.849309 76.142232 36.650988 287.788586 36.289678 290.074899 304.228064 42.865296 54.333276 1321.23888 398.647551
HG02220 604.696295 261.013537 156.966763 211.410021 116.687744 23.226877 125.331866 408.596842 78.233141 80.393926 1925.49703 410.053041 69.970067 38.235497 278.052721 33.014688 286.692696 313.799165 41.863284 50.795667 1326.6501 404.2369
HG02221 577.822816 247.300013 162.004675 231.209606 105.145491 23.908237 144.28571 435.90016 77.904445 90.240442 1908.50427 393.653518 77.026583 45.754391 277.569875 35.761211 303.750854 302.443651 50.133638 56.550945 1336.38512 362.162204
HG02223 611.118966 254.340594 160.945424 231.619258 121.149696 19.824921 135.097375 434.991542 79.650412 86.61827 1806.052 416.507476 78.526665 41.217372 294.875165 42.412509 297.612953 302.608735 48.452211 54.321598 1342.50442 384.970302
HG02224 596.997143 256.368159 159.955479 236.893107 127.758571 29.918635 121.003372 447.770772 78.564631 88.818061 1846.29496 406.496459 68.632352 35.644429 285.344945 36.34059 301.140445 301.042565 38.846316 48.339869 1342.4858 390.761196
HG02230 591.793444 262.772374 154.149128 230.822001 115.035721 31.993422 134.215989 414.789869 79.524432 84.912148 1796.5979 427.798025 67.782948 37.188659 285.197674 31.406129 294.034757 307.450607 40.791257 53.00977 1397.82235 406.329253
HG02231 598.464847 242.94075 171.567593 217.662972 116.30195 27.888354 136.568348 474.290751 89.210884 80.824328 1800.49007 423.502418 59.455968 37.639868 276.242377 36.451546 294.86846 305.256552 42.466243 52.154794 1375.36891 385.799878
HG02232 592.002812 261.144285 164.581994 201.499865 113.489481 21.085726 130.920338 393.884906 81.860197 92.256351 1970.25135 387.792161 90.278358 43.142503 284.832398 47.174521 293.406758 302.113653 60.377212 60.114632 1287.13065 366.077715
HG02233 650.083493 286.842904 154.317779 209.593333 116.678701 25.074913 116.51381 411.542409 81.394456 85.217231 1834.09572 405.944734 93.688475 48.992289 269.164348 43.987651 306.587965 325.779557 55.243235 69.465031 1289.89319 365.316641
HG02235 597.061315 278.720233 155.569756 217.172361 125.396365 26.648567 129.671728 385.017822 83.121985 84.014922 1892.7718 399.876431 79.613714 43.703086 264.513068 45.209161 302.670334 324.783326 51.196517 61.062269 1303.34377 394.279346
HG02236 583.728427 258.029877 144.518231 203.707965 124.495187 23.382128 131.594619 421.32644 78.978468 90.677673 1893.7933 422.870648 89.111085 42.758719 294.517294 43.556159 303.15643 292.491234 53.877994 57.818805 1315.1193 375.907879
HG02238 633.568115 283.606788 150.817119 204.445634 114.529752 26.432216 119.677635 381.212516 84.129137 83.061695 1959.33246 387.784834 89.116036 46.885632 279.956332 44.61326 269.910439 301.340054 58.776549 65.461901 1289.32024 371.439533
HG02239 604.928552 271.101617 148.114978 181.69567 115.092387 22.639589 208.76372 398.849207 79.631425 94.215084 1825.7896 460.907339 81.819812 50.696514 285.365761 46.995627 316.484385 326.592545 60.964934 56.068894 1235.48887 373.211342
HG03713 305.615752 152.277177 158.943868 119.989162 66.521212 24.371408 74.277138 139.226578 42.40432 223.039168 436.3254 873.841742 44.37698 34.667105 745.060939 27.684666 1113.91168 1224.18732 37.189037 40.0909 450.173328 911.242989
HG03714 306.307537 144.580685 147.320334 135.822335 67.812336 22.60772 49.401684 157.552197 41.689386 221.409247 444.877327 887.580028 43.969038 33.06556 771.623045 28.807408 1098.32637 1182.41697 35.554056 39.492357 445.413862 939.788383
HG03716 286.144796 141.512218 149.386322 126.791112 72.511737 21.2654 56.052068 162.756568 45.56454 218.524832 452.128895 843.619487 45.642725 31.797058 733.952363 27.872161 1092.37284 1256.51353 34.976514 39.745767 468.558176 937.728752
HG03717 173.602622 93.779822 88.966981 71.447795 40.556572 11.766919 29.84192 75.457355 26.066166 174.016472 212.260937 606.434705 33.106811 27.619922 651.300156 22.823954 819.941697 3058.73985 29.014607 32.392176 229.20995 737.070463
HG03718 168.363956 96.146945 88.218538 74.177028 46.254148 12.28332 31.466486 75.827061 24.547441 193.269555 221.200041 636.854107 33.640711 26.39393 638.849508 22.193485 797.754404 3005.54757 27.931246 30.576961 237.254412 756.667019
HG03720 254.311344 135.450115 132.387121 100.427665 63.782573 16.967211 49.54218 124.166807 34.25802 226.614583 335.93654 880.699813 47.562979 34.373192 809.017488 30.279747 1219.01718 1378.02441 39.32717 43.229484 342.969441 947.072787
HG03722 262.637612 135.307543 130.891508 105.093898 58.809369 19.888249 41.946638 102.648229 35.304667 230.593105 325.246444 847.805617 43.579961 36.18425 807.397211 31.615672 1246.17994 1474.26075 39.357603 41.459573 326.530652 902.679374
HG03727 254.610747 124.514686 132.816145 99.764186 56.572828 18.188873 44.074015 102.295491 38.626965 213.463836 318.722067 782.605945 42.376242 31.261011 721.800476 27.7565 1193.38524 1799.02437 35.044668 35.12514 325.279281 848.109136
HG03729 227.857786 122.370972 99.450189 96.932834 58.141269 18.779709 41.652549 91.036988 33.488981 209.952945 285.35893 748.221262 38.263812 30.808985 675.664325 25.781587 1093.38769 2157.21891 32.463893 35.519944 301.944188 821.120113
HG03730 259.044875 148.427363 140.93811 100.807878 58.169267 15.82742 43.428448 92.461067 34.566375 242.871341 296.697795 918.493376 51.998051 38.353266 862.39146 34.039313 1259.81768 1322.32903 43.205364 47.3909 309.057997 925.101492
HG03731 237.406599 133.751635 116.386576 103.76104 51.160129 17.221569 40.744003 93.333566 35.252072 204.866602 308.610077 798.253192 39.738729 29.866921 707.291117 26.905716 1089.23501 2015.71791 33.67014 38.908012 305.262956 818.074285
HG03742 255.750047 138.207051 131.743958 116.925953 59.330368 18.040445 43.618473 99.063009 30.394322 248.333452 312.550175 841.50034 47.653503 34.7085 807.113507 29.504698 1184.13512 1508.31897 39.482454 38.754331 335.890024 924.39917
HG03770 260.562322 136.70041 141.815791 102.246804 55.028696 20.27564 45.725899 105.289939 34.890372 242.987193 332.098212 820.065863 49.861161 37.984503 858.964907 33.52376 1171.76103 1406.35259 42.424398 43.92516 355.146248 947.78697
HG03771 246.391874 144.15076 139.570336 108.223404 59.302773 17.853928 45.49743 108.540167 32.422188 243.331832 332.675044 830.497357 48.752979 35.479611 857.809097 31.969762 1164.28793 1476.72056 40.950112 43.846685 342.316802 894.827228
HG03772 168.031311 95.575215 81.974299 71.095309 41.526672 8.464153 32.095219 66.792913 25.932829 183.883813 220.129198 606.220545 32.952937 25.722928 629.893973 22.790666 781.851682 3123.48147 28.645875 28.664352 228.054715 741.637783
HG03773 164.276316 87.460377 80.283812 69.464649 35.442944 9.419379 28.367925 62.565048 25.850288 165.168991 214.381459 572.972442 32.079302 23.349743 620.286454 20.509122 723.346463 3325.27337 25.621995 28.64526 210.51534 720.137195
HG03774 260.31299 131.036635 125.218034 100.962842 58.954647 20.351906 38.016267 101.453834 36.724581 198.955039 318.00692 776.78245 41.658076 33.504515 697.545694 28.282629 1174.51967 1828.80327 35.37273 39.305852 332.942233 866.707048
HG03775 246.043568 127.682442 116.588005 97.498796 56.833005 18.353091 35.608095 109.513104 37.608732 220.254602 313.404829 819.665259 39.997457 31.128705 711.812914 27.839442 1146.08656 1836.63213 35.156639 37.115712 321.011014 859.583769
HG03777 240.213538 133.269081 137.277809 107.035195 56.170557 15.353198 40.031786 106.503708 34.492664 236.964532 331.831443 824.297154 41.760479 32.562143 716.860604 27.785921 1173.30372 1706.58146 35.387803 39.762929 339.062753 868.909373
HG03778 268.091409 127.419951 134.045616 104.39416 60.47365 13.483096 48.200661 113.858089 36.034492 239.968547 336.888485 868.530215 49.393529 34.202393 800.362501 29.765041 1142.41572 1482.89776 35.509232 42.599044 353.853058 923.031218
HG03779 292.710222 144.507606 142.987138 109.532237 72.697611 20.616696 47.582534 111.870989 38.071331 237.285139 348.264457 834.269114 47.027624 36.511613 830.091582 30.157416 1160.36878 1296.3578 40.396046 42.264625 384.8625 976.9848
HG03780 245.530632 135.797757 114.178787 90.395382 56.477841 17.894101 46.894039 102.763588 41.008236 217.886193 309.546222 784.42383 39.820149 30.098828 712.097405 27.322447 1129.42272 1871.90837 32.385048 36.223595 331.847213 871.495464
HG03781 281.544817 144.985788 136.000866 121.935456 67.322398 21.681917 53.393903 124.445895 37.725651 237.321526 365.044228 861.448352 47.830373 33.798795 837.79153 29.452407 1158.92483 1268.56631 37.671665 42.933281 371.848511 963.749373
HG03782 259.397824 131.225187 135.130689 92.703572 60.180529 18.857403 39.619947 108.562068 35.424308 230.677411 333.028744 842.523784 43.773674 31.194914 725.315053 27.490146 1154.54321 1676.25257 34.454925 39.258287 333.036738 892.766881
HG03784 169.025598 85.785082 77.411438 74.996183 41.064587 14.155534 27.137642 68.734823 23.677521 158.983644 211.444904 569.114084 31.801415 23.359413 604.162868 21.792216 796.112862 3246.85554 26.38609 27.738035 222.528917 723.149467
HG03785 164.065612 96.502246 80.264218 72.501431 40.311522 11.633872 32.052471 72.776389 25.612658 186.37827 225.148996 600.665715 30.789463 25.430728 632.412062 21.780445 791.934286 3096.78142 27.969711 28.445434 220.05543 761.905485
HG03786 180.715848 93.026484 88.957213 72.985671 43.947028 9.737568 32.208523 67.494211 25.638052 187.534941 210.778324 602.267762 34.108588 24.866954 625.606459 22.625698 806.371854 3080.87664 27.328229 28.180427 221.520802 758.640592
HG03787 260.612811 142.730764 124.294144 97.176521 58.696228 16.16576 48.282967 109.364102 37.648576 248.899502 321.867585 833.602189 46.125457 36.190134 849.83884 32.020127 1209.97463 1409.97295 40.181881 45.407739 330.737944 945.626996
HG03788 299.369619 141.756087 147.505553 126.486209 65.48682 22.002561 54.063977 127.156606 40.966244 242.310214 365.243229 857.330188 44.169089 32.484784 803.453051 28.601933 1159.11551 1296.05195 36.77229 40.500233 392.69478 921.896934
HG03789 282.644181 138.352626 146.114557 123.854705 73.427717 20.422824 60.73492 135.400713 40.470457 238.092648 424.834707 860.735819 43.403626 33.607182 755.102208 28.403685 1076.71835 1341.51959 38.323662 37.796303 406.467161 938.990227
HG03790 255.873808 119.819326 118.761566 98.027524 62.711166 19.081859 46.704175 98.299178 35.016426 193.911968 297.790713 823.950875 39.785204 29.819913 700.639882 25.958393 1126.00464 1907.17159 32.016593 38.122708 309.929922 866.020447
HG03792 252.00977 136.591624 116.834281 98.310773 59.44784 21.913133 48.250463 105.653578 33.980474 226.170522 316.03997 834.548595 43.426439 34.490812 758.120367 29.579712 1171.88689 1658.60671 35.637018 39.327069 331.161153 893.430675
HG03861 177.617925 93.325629 88.046906 65.84035 42.059181 11.455421 35.251714 64.185631 28.131477 183.224681 203.226406 579.840666 32.039934 24.842276 645.758723 21.140478 786.792597 3163.50501 28.786204 31.190334 211.06855 728.087779
HG03862 256.469332 135.385894 120.952998 102.877718 61.9883 17.005163 42.590771 102.492306 38.091992 237.823276 299.667131 857.059054 42.497203 31.04101 721.068564 27.000804 1163.59199 1715.91243 34.936582 38.463472 327.176298 871.325565
HG03863 243.680811 121.389744 119.640017 99.914168 61.622417 20.086781 40.955259 96.112947 35.377076 220.914384 292.133024 846.116942 42.96481 30.973887 699.316889 28.810843 1159.86092 1825.67862 35.276073 37.636473 317.316467 869.639307
HG03864 242.907834 136.12072 113.932982 91.870828 60.300825 19.734488 37.949688 104.168008 32.430916 199.782452 319.409408 784.435583 39.972308 32.057418 713.451316 26.38214 1115.23645 1929.73286 34.972839 36.453194 319.095358 855.020258
HG03866 181.375203 97.463162 91.547122 65.169947 41.080987 15.967512 31.995425 73.851794 23.23859 162.944499 232.445405 555.405175 29.88078 25.287925 526.529443 21.690319 2494.76085 1716.46781 26.415261 29.647512 230.436421 571.816733
HG03867 249.568127 143.230528 132.062932 103.361768 58.074716 14.436337 48.758636 101.017609 38.327198 253.265673 322.941741 1020.08685 48.222514 36.519846 875.107549 31.755803 1223.17177 1199.74141 41.642925 43.986497 324.234603 935.902834
HG03868 251.69237 123.422124 132.513549 100.717661 53.02793 13.664527 39.888843 104.234838 34.395604 211.250166 305.647429 812.364609 41.391893 30.707326 720.294394 26.839483 1126.42037 1818.21498 33.647361 37.562046 314.232231 913.288131
HG03869 253.740864 132.168623 116.562043 90.137076 64.887339 18.303975 47.377717 100.79011 34.870979 217.729443 295.827855 806.694944 41.437743 33.978609 730.81715 27.947064 1198.302 1744.39063 35.646206 38.195274 328.451926 887.160301
HG03870 250.233055 128.161771 105.644601 98.548092 57.324254 13.641161 41.42864 104.368913 33.345843 214.987128 318.253169 811.348811 43.768156 34.131263 734.029407 28.112196 1141.70522 1795.32038 37.379516 39.015359 319.225408 895.445519
HG03871 231.563358 120.922193 112.639419 98.632403 64.225966 17.103552 44.22486 97.567209 30.402624 214.685388 296.206619 823.885516 39.665494 30.901366 663.921879 27.636604 1138.35396 1931.60119 32.516982 37.725784 316.92897 874.106533
HG03872 239.771899 128.290439 113.09489 94.331061 60.40632 16.264437 43.207365 93.501239 36.009575 221.756823 303.395488 793.627064 42.499772 31.987951 712.037517 29.460974 1113.99674 1916.04843 35.089498 36.994966 327.443091 856.202335
HG03873 99.585672 58.370771 46.809226 38.060573 24.356179 5.550416 16.593494 37.905688 16.098257 86.25517 125.991881 314.260069 23.489913 15.786612 292.589767 14.34378 4281.20362 1249.30416 17.645722 18.862829 130.460859 331.8932
HG03874 269.569383 154.979789 137.262882 115.924458 64.801915 21.677096 49.841419 125.208519 40.722221 225.470109 345.140487 877.65757 47.694308 36.81251 806.551011 33.607227 1178.29397 1305.69023 42.671924 50.640848 371.185956 944.014032
HG03875 305.355942 148.878936 140.49805 132.481238 68.323871 27.885519 56.371097 151.058076 39.638373 215.66655 459.342938 856.852398 43.356557 32.629413 750.994583 28.196876 1060.93639 1226.05559 34.267998 39.499143 459.466702 967.661621
HG03882 257.936138 128.888621 119.407429 94.702373 59.596715 19.484843 41.667434 100.736879 33.822961 213.07824 306.462606 789.050685 41.100841 30.457188 722.930178 25.967565 1166.19859 1801.53895 35.300612 36.693134 343.770032 876.625864
HG03960 262.825566 136.134594 124.294645 98.969584 57.50722 18.703352 47.523362 103.976692 36.865924 215.745736 345.644123 845.91532 45.815513 33.731988 772.798664 31.204246 1197.30958 1539.09722 37.045805 41.115265 348.448955 904.7445
HG03963 254.98247 146.135121 141.633451 107.359405 57.816817 20.120915 47.368561 118.715329 36.236314 237.13968 325.060777 852.050424 47.682011 34.508481 817.440238 31.104744 1244.10417 1335.60426 38.863627 43.172355 359.961913 948.356797
HG03965 260.502353 137.200917 143.640506 115.798406 61.911534 15.739314 45.85387 117.098255 33.816119 270.726094 338.685456 847.04973 48.074548 36.352614 843.301049 31.191316 1167.64289 1344.69387 40.574949 45.3492 351.237335 948.97753
HG03967 257.387548 130.357453 115.556129 98.440572 63.926299 15.393765 37.677498 113.970025 29.111704 210.004558 334.099811 817.129231 42.455974 31.210079 732.717036 27.73128 1232.65137 1703.63029 36.065669 38.21991 313.78727 863.89439
HG03968 257.101375 127.956005 114.622555 96.903353 56.217247 19.130119 43.199164 109.735077 32.299486 208.811966 316.533299 799.016656 40.159038 31.740269 720.688346 26.672385 1161.7655 1838.88757 34.205761 36.401308 322.812394 850.558984
