IID	GB	KE	Family	Name_number
3529	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
3586	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4133	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4144	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4147	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
4425	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
FG39	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
FG65	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
S163	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
S342	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Alsuwaidi	Name 26b 
184	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
294	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
369	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
456	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
667	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1030	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1428	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1497	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1757	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
1948	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2071	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2109	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
2769	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
3723	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4032	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4093	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4248	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4250	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4259	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
4393	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG7	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG82	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
FG103	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S183	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S205	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S277	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S322	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
S323	Sharjah_Emirati	Sharjah_Emirati	Altunaiji	Name 28 
559	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
576	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
589	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1023	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1164	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1701	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1794	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1840	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1886	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1953	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2483	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2732	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2770	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2805	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
2961	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3344	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3508	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
3580	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
4046	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
4051	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG67	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG97	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
FG146	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S32	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S54	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S82	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S125	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S143	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S166	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S262	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S276	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S298	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
S418	Fujairah_Emirati	Fujairah_Emirati	Alyammahi	Name 33b 
1060	Fujairah_Emirati	Fujairah_Emirati	Alyileili	Other
2	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
130	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
242	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
314	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
338	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
355	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
401	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
619	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
636	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
642	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
682	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
698	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
773	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
776	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
884	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
911	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1104	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1189	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1240	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1385	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1389	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1489	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1658	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1732	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
1958	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2024	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2053	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2149	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2181	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2261	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2340	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2364	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2388	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2479	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2683	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2797	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2866	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2985	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2987	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
2993	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3170	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3381	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3391	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3460	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
3907	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4016	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4036	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4275	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4402	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4432	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
4439	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
FG142	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S42	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S75	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S130	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S178	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S199	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S216	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S232	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S238	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S266	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S310	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S326	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S343	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S366	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S368	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S436	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
S450	Ras_al_Khaimah_Emirati	Ras_al_Khaimah_Emirati	Alzaabi	Name 68 
245	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
409	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
436	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
1809	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3316	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3425	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
3896	Fujairah_Emirati	Fujairah_Emirati	Alzahmi	Name 7a
267	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
672	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1381	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1619	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
1952	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2788	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2903	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2936	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
2989	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3241	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3525	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
3637	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
4446	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
S135	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
S381	Fujairah_Emirati	Fujairah_Emirati	Alzeyoodi	Name 15
FG87	Dubai_Emirati	Dubai_Emirati	Badwawi	Other
3096	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Baniyas	Other
3934	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Baniyas	Other
2228	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Echtibi	Other
2583	Abu_Dhabi_Emirati	Abu_Dhabi_Emirati	Echtibi	Other
S359	Fujairah_Emirati	Fujairah_Emirati	Khasouni	Other
1AJ68	Egypt	Egypt		
1AJ129	Egypt	Egypt		
1AJ136	Egypt	Egypt		
1AJ137	Egypt	Egypt		
1AJ143	Egypt	Egypt		
2AJ61	Egypt	Egypt		
2AJ63	Egypt	Egypt		
2AJ129	Egypt	Egypt		
2AJ136	Egypt	Egypt		
2AJ137	Egypt	Egypt		
2AJ139	Egypt	Egypt		
2AL34	Egypt	Egypt		
3AJ63	Egypt	Egypt		
3AJ68	Egypt	Egypt		
3AJ137	Egypt	Egypt		
3AJ139	Egypt	Egypt		
3AJ143	Egypt	Egypt		
3AL34	Egypt	Egypt		
3AQ166	Egypt	Egypt		
4AJ61	Egypt	Egypt		
4AJ68	Egypt	Egypt		
4AJ136	Egypt	Egypt		
4AJ137	Egypt	Egypt		
4AJ139	Egypt	Egypt		
4AJ143	Egypt	Egypt		
4AL34	Egypt	Egypt		
4AL97	Egypt	Egypt		
5AJ61	Egypt	Egypt		
5AJ63	Egypt	Egypt		
5AJ68	Egypt	Egypt		
5AJ129	Egypt	Egypt		
5AJ136	Egypt	Egypt		
5AJ137	Egypt	Egypt		
5AJ139	Egypt	Egypt		
5AL34	Egypt	Egypt		
6AJ63	Egypt	Egypt		
6AJ68	Egypt	Egypt		
6AJ129	Egypt	Egypt		
6AJ136	Egypt	Egypt		
6AJ137	Egypt	Egypt		
6AJ139	Egypt	Egypt		
6AL34	Egypt	Egypt		
7AJ63	Egypt	Egypt		
7AJ68	Egypt	Egypt		
7AJ129	Egypt	Egypt		
7AJ136	Egypt	Egypt		
7AJ139	Egypt	Egypt		
7AQ59	Egypt	Egypt		
8AJ63	Egypt	Egypt		
8AJ68	Egypt	Egypt		
8AJ129	Egypt	Egypt		
8AJ136	Egypt	Egypt		
8AJ139	Egypt	Egypt		
8AL34	Egypt	Egypt		
9AJ1	Egypt	Egypt		
9AJ61	Egypt	Egypt		
9AJ63	Egypt	Egypt		
9AJ68	Egypt	Egypt		
10AJ61	Egypt	Egypt		
10AJ63	Egypt	Egypt		
10AJ68	Egypt	Egypt		
10AJ136	Egypt	Egypt		
10AJ137	Egypt	Egypt		
10AJ139	Egypt	Egypt		
11AJ1	Egypt	Egypt		
11AJ61	Egypt	Egypt		
11AJ63	Egypt	Egypt		
11AJ129	Egypt	Egypt		
11AJ136	Egypt	Egypt		
11AJ137	Egypt	Egypt		
11AJ139	Egypt	Egypt		
12AJ1	Egypt	Egypt		
12AJ61	Egypt	Egypt		
12AJ68	Egypt	Egypt		
12AJ129	Egypt	Egypt		
12AJ136	Egypt	Egypt		
12AJ139	Egypt	Egypt		
13AJ61	Egypt	Egypt		
13AJ68	Egypt	Egypt		
13AJ129	Egypt	Egypt		
14AJ61	Egypt	Egypt		
14AJ129	Egypt	Egypt		
15AJ61	Egypt	Egypt		
15AJ63	Egypt	Egypt		
15AJ137	Egypt	Egypt		
16AJ61	Egypt	Egypt		
16AJ63	Egypt	Egypt		
16AJ68	Egypt	Egypt		
16AJ137	Egypt	Egypt		
17AJ61	Egypt	Egypt		
17AJ63	Egypt	Egypt		
17AJ68	Egypt	Egypt		
19AJ68	Egypt	Egypt		
19AQ59	Egypt	Egypt		
20AJ68	Egypt	Egypt		
21AJ57	Egypt	Egypt		
21AJ68	Egypt	Egypt		
22AJ57	Egypt	Egypt		
23AJ57	Egypt	Egypt		
24AJ57	Egypt	Egypt		
egpg5305763	Ethiopia	Ethiopia		
egpg5305765	Ethiopia	Ethiopia		
egpg5305767	Ethiopia	Ethiopia		
egpg5305770	Ethiopia	Ethiopia		
egpg5305771	Ethiopia	Ethiopia		
egpg5305773	Ethiopia	Ethiopia		
egpg5305775	Ethiopia	Ethiopia		
egpg5305776	Ethiopia	Ethiopia		
egpg5305778	Ethiopia	Ethiopia		
egpg5305781	Ethiopia	Ethiopia		
egpg5305783	Ethiopia	Ethiopia		
egpg5305786	Ethiopia	Ethiopia		
egpg5305787	Ethiopia	Ethiopia		
egpg5305788	Ethiopia	Ethiopia		
egpg5305791	Ethiopia	Ethiopia		
egpg5305792	Ethiopia	Ethiopia		
egpg5305793	Ethiopia	Ethiopia		
egpg5305794	Ethiopia	Ethiopia		
egpg5305795	Ethiopia	Ethiopia		
egpg5305796	Ethiopia	Ethiopia		
egpg5305797	Ethiopia	Ethiopia		
egpg5305798	Ethiopia	Ethiopia		
egpg5305799	Ethiopia	Ethiopia		
egpg5305803	Ethiopia	Ethiopia		
egpg5305804	Ethiopia	Ethiopia		
egpg5305806	Ethiopia	Ethiopia		
egpg5305807	Ethiopia	Ethiopia		
egpg5305808	Ethiopia	Ethiopia		
egpg5305813	Ethiopia	Ethiopia		
egpg5305819	Ethiopia	Ethiopia		
egpg5305821	Ethiopia	Ethiopia		
egpg5305822	Ethiopia	Ethiopia		
egpg5305823	Ethiopia	Ethiopia		
egpg5305825	Ethiopia	Ethiopia		
egpg5305827	Ethiopia	Ethiopia		
egpg5305829	Ethiopia	Ethiopia		
egpg5305830	Ethiopia	Ethiopia		
egpg5305831	Ethiopia	Ethiopia		
egpg5305833	Ethiopia	Ethiopia		
egpg5305834	Ethiopia	Ethiopia		
egpg5305838	Ethiopia	Ethiopia		
egpg5305842	Ethiopia	Ethiopia		
egpg5305846	Ethiopia	Ethiopia		
egpg5305850	Ethiopia	Ethiopia		
egpg5305854	Ethiopia	Ethiopia		
egpg5305855	Ethiopia	Ethiopia		
egpg5305857	Ethiopia	Ethiopia		
egpg5305862	Ethiopia	Ethiopia		
egpg5305863	Ethiopia	Ethiopia		
egpg5305866	Ethiopia	Ethiopia		
egpg5305870	Ethiopia	Ethiopia		
egpg5305871	Ethiopia	Ethiopia		
egpg5305873	Ethiopia	Ethiopia		
egpg5305878	Ethiopia	Ethiopia		
egpg5305879	Ethiopia	Ethiopia		
egpg5305881	Ethiopia	Ethiopia		
egpg5305886	Ethiopia	Ethiopia		
egpg5305887	Ethiopia	Ethiopia		
egpg5305889	Ethiopia	Ethiopia		
egpg5305893	Ethiopia	Ethiopia		
egpg5305894	Ethiopia	Ethiopia		
egpg5305895	Ethiopia	Ethiopia		
egpg5305903	Ethiopia	Ethiopia		
egpg5305904	Ethiopia	Ethiopia		
egpg5305905	Ethiopia	Ethiopia		
egpg5305910	Ethiopia	Ethiopia		
egpg5305911	Ethiopia	Ethiopia		
egpg5305913	Ethiopia	Ethiopia		
egpg5305918	Ethiopia	Ethiopia		
egpg5305919	Ethiopia	Ethiopia		
egpg5305921	Ethiopia	Ethiopia		
egpg5305926	Ethiopia	Ethiopia		
egpg5305927	Ethiopia	Ethiopia		
egpg5305928	Ethiopia	Ethiopia		
egpg5305929	Ethiopia	Ethiopia		
egpg5305934	Ethiopia	Ethiopia		
egpg5305936	Ethiopia	Ethiopia		
egpg5305937	Ethiopia	Ethiopia		
egpg5305941	Ethiopia	Ethiopia		
egpg5305942	Ethiopia	Ethiopia		
egpg5305944	Ethiopia	Ethiopia		
egpg5305945	Ethiopia	Ethiopia		
egpg5305950	Ethiopia	Ethiopia		
egpg5305951	Ethiopia	Ethiopia		
egpg5305952	Ethiopia	Ethiopia		
egpg5305953	Ethiopia	Ethiopia		
egpg5305959	Ethiopia	Ethiopia		
egpg5305960	Ethiopia	Ethiopia		
egpg5305961	Ethiopia	Ethiopia		
egpg5305967	Ethiopia	Ethiopia		
egpg5305968	Ethiopia	Ethiopia		
egpg5305969	Ethiopia	Ethiopia		
egpg5305970	Ethiopia	Ethiopia		
egpg5305971	Ethiopia	Ethiopia		
egpg5305972	Ethiopia	Ethiopia		
egpg5305974	Ethiopia	Ethiopia		
egpg5305975	Ethiopia	Ethiopia		
egpg5305991	Ethiopia	Ethiopia		
egpg5305994	Ethiopia	Ethiopia		
egpg5305995	Ethiopia	Ethiopia		
egpg5305998	Ethiopia	Ethiopia		
egpg5306000	Ethiopia	Ethiopia		
egpg5306003	Ethiopia	Ethiopia		
egpg5306006	Ethiopia	Ethiopia		
egpg5306007	Ethiopia	Ethiopia		
egpg5306008	Ethiopia	Ethiopia		
egpg5306011	Ethiopia	Ethiopia		
egpg5306015	Ethiopia	Ethiopia		
egpg5306016	Ethiopia	Ethiopia		
egpg5306019	Ethiopia	Ethiopia		
egpg5306022	Ethiopia	Ethiopia		
egpg5306030	Ethiopia	Ethiopia		
egpg5306031	Ethiopia	Ethiopia		
egpg5306032	Ethiopia	Ethiopia		
egpg5306038	Ethiopia	Ethiopia		
egpg5306040	Ethiopia	Ethiopia		
egpg5306042	Ethiopia	Ethiopia		
egpg5306043	Ethiopia	Ethiopia		
egpg5306046	Ethiopia	Ethiopia		
egpg5306048	Ethiopia	Ethiopia		
GS000013705-ASM	Kazakhstan	Western_Asia		
GS000013706-ASM	Kazakhstan	Western_Asia		
GS000013724-ASM	Russia	Russian_Caucasus		
GS000013739-ASM	Russia	Russian_Caucasus		
GS000013740-ASM	Russia	Russian_Caucasus		
GS000013741-ASM	Azerbaijan	Caucasus		
GS000013742-ASM	Azerbaijan	Caucasus		
GS000013745-ASM	Armenia	Caucasus		
GS000013746-ASM	Armenia	Caucasus		
GS000013747-ASM	Iran	Iran		
GS000013749-ASM	Armenia	Caucasus		
GS000013750-ASM	Armenia	Caucasus		
GS000013751-ASM	Armenia	Caucasus		
GS000013752-ASM	Kazakhstan	Western_Asia		
GS000013754-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000013755-ASM	Ukraine	Eastern_Europe		
GS000013757-ASM	Kyrgyzstan	Western_Asia		
GS000013758-ASM	Tajikistan	Western_Asia		
GS000014324-ASM	Belarus	Eastern_Europe		
GS000014325-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000014351-ASM	Belarus	Eastern_Europe		
GS000014352-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000014363-ASM	Russia	Russian_Caucasus		
GS000014364-ASM	Russia	Russian_Caucasus		
GS000014365-ASM	Russia	Russian_Caucasus		
GS000014366-ASM	Russia	Russian_Caucasus		
GS000014368-ASM	Russia	Russian_Caucasus		
GS000014370-ASM	Russia	Russian_Caucasus		
GS000014404-ASM	Russia	Russian_Caucasus		
GS000014405-ASM	Russia	Russian_Caucasus		
GS000014406-ASM	Russia	Russian_Caucasus		
GS000014407-ASM	Russia	Russian_Caucasus		
GS000014408-ASM	Georgia	Caucasus		
GS000014409-ASM	Georgia	Caucasus		
GS000014410-ASM	Georgia	Caucasus		
GS000014411-ASM	Russia	Russian_Caucasus		
GS000014412-ASM	Russia	Russian_Caucasus		
GS000014413-ASM	Russia	Russian_Caucasus		
GS000014414-ASM	Russia	Russian_Caucasus		
GS000014415-ASM	Kazakhstan	Western_Asia		
GS000014417-ASM	Tajikistan	Western_Asia		
GS000014421-ASM	Russia	Russian_Caucasus		
GS000014474-ASM	Jordan	Levant		
GS000014475-ASM	Iran	Iran		
GS000015869-ASM	Poland	Eastern_Europe		
GS000015870-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015871-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015872-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000015873-ASM	Bosnia-Herzegovina	South_Eastern_Europe		
GS000016104-ASM	Belarus	Eastern_Europe		
GS000016135-ASM	Israel	Levant		
GS000016136-ASM	Israel	Levant		
GS000016137-ASM	Israel	Levant		
GS000016170-ASM	Russia	Russian_Caucasus		
GS000016171-ASM	Russia	Russian_Caucasus		
GS000016172-ASM	Russia	Russian_Caucasus		
GS000016176-ASM	Kazakhstan	Western_Asia		
GS000016177-ASM	Kyrgyzstan	Western_Asia		
GS000016179-ASM	Iran	Iran		
GS000016181-ASM	Jordan	Levant		
GS000016187-ASM	Tajikistan	Western_Asia		
GS000016188-ASM	Tajikistan	Western_Asia		
GS000016189-ASM	Tajikistan	Western_Asia		
GS000016191-ASM	Kyrgyzstan	Western_Asia		
GS000016192-ASM	Tajikistan	Western_Asia		
GS000016193-ASM	Tajikistan	Western_Asia		
GS000016194-ASM	Tajikistan	Western_Asia		
GS000016195-ASM	Tajikistan	Western_Asia		
GS000016196-ASM	Tajikistan	Western_Asia		
GS000016197-ASM	Kyrgyzstan	Western_Asia		
GS000016206-ASM	Israel	Levant		
GS000016212-ASM	Israel	Levant		
GS000016213-ASM	Israel	Levant		
GS000016217-ASM	Israel	Levant		
GS000016798-ASM	India	South_Asia		
GS000016799-ASM	India	South_Asia		
GS000016800-ASM	India	South_Asia		
GS000016801-ASM	India	South_Asia		
GS000016802-ASM	India	South_Asia		
GS000016803-ASM	India	South_Asia		
GS000016804-ASM	India	South_Asia		
GS000016805-ASM	India	South_Asia		
GS000016806-ASM	India	South_Asia		
GS000016807-ASM	India	South_Asia		
GS000016808-ASM	India	South_Asia		
GS000016809-ASM	India	South_Asia		
GS000016821-ASM	India	South_Asia		
GS000016875-ASM	Iran	Iran		
GS000016885-ASM	Israel	Levant		
GS000016888-ASM	Poland	Eastern_Europe		
GS000016889-ASM	Poland	Eastern_Europe		
GS000016890-ASM	Poland	Eastern_Europe		
GS000016899-ASM	Moldova	South_Eastern_Europe		
GS000016900-ASM	Moldova	South_Eastern_Europe		
GS000016901-ASM	Ukraine	Eastern_Europe		
GS000016902-ASM	Hungary	Eastern_Europe		
